"","game_date","game_pk","venue_name","venue_id","temperature","other_weather","wind","attendance","start_time","elapsed_time","game_id","game_type","home_sport_code","official_scorer","date","status_ind","home_league_id","gameday_sw","airport_code","temperature_wunder","pressure","humidity","time_weather"
"1",2016-04-09,446933,"Kauffman Stadium",7,60,"Clear","14 mph, R To L",31001,18:15:00,"3:04","2016/04/09/minmlb-kcamlb-1","R","mlb","David Boyce","April 9, 2016","F",103,"P","kmci","57","28.81","32","6:53 PM"
"2",2016-04-09,446928,"Chase Field",15,82,"Cloudy","6 mph, Out To LF",32185,17:10:00,"2:46","2016/04/09/chnmlb-arimlb-1","R","mlb","Rodney Johnson","April 9, 2016","F",104,"P","kphx","80","28.59","23","5:51 PM"
"3",2016-04-09,446938,"Coors Field",19,62,"Cloudy","8 mph, Out To CF",35177,18:12:00,"3:24","2016/04/09/sdnmlb-colmlb-1","R","mlb","Dave Einspahr","April 9, 2016","F",104,"P","kden","57","24.35","55","6:53 PM"
"4",2016-04-09,446941,"Angel Stadium of Anaheim",1,64,"Cloudy","3 mph, Out To LF",38106,18:08:00,"2:53","2016/04/09/texmlb-anamlb-1","R","mlb","Ed Munson","April 9, 2016","F",103,"P","ksna","63","29.80","65","6:53 PM"
"5",2016-04-09,446935,"Safeco Field",680,67,"Clear","1 mph, Varies",36424,18:10:00,"2:54","2016/04/09/oakmlb-seamlb-1","R","mlb","Darin Padur","April 9, 2016","F",103,"P","kbfi","63","29.77","56","6:53 PM"
"6",2016-04-10,446942,"Rogers Centre",14,68,"Roof Closed","0 mph, None",46158,13:07:00,"2:27","2016/04/10/bosmlb-tormlb-1","R","mlb","Roger Lajoie","April 10, 2016","F",103,"P","cytz","28","30.00","64","2:00 PM"
"7",2016-04-10,446951,"Citi Field",3289,45,"Sunny","7 mph, L To R",37233,13:11:00,"2:57","2016/04/10/phimlb-nynmlb-1","R","mlb","Jordan Sprechman","April 10, 2016","F",104,"P","klga","47","30.29","25","1:51 PM"
"8",2016-04-10,446952,"Great American Ball Park",2602,53,"Sunny","9 mph, R To L",27207,13:11:00,"3:04","2016/04/10/pitmlb-cinmlb-1","R","mlb","Ronald Roth","April 10, 2016","F",104,"P","kluk","54","29.57","41","1:53 PM"
"9",2016-04-10,446947,"Nationals Park",3309,43,"Sunny","2 mph, Out To LF",24593,13:36:00,"2:52","2016/04/10/miamlb-wasmlb-1","R","mlb","David Vincent","April 10, 2016","F",104,"P","kdca","47","30.35","36","1:52 PM"
"10",2016-04-10,446954,"Turner Field",16,55,"Overcast","10 mph, R To L",23214,13:35:00,"3:55","2016/04/10/slnmlb-atlmlb-1","R","mlb","Richard Musterer","April 10, 2016","F",104,"P","katl","55","29.20","33","1:52 PM"
"11",2016-04-10,446955,"Oriole Park at Camden Yards",2,44,"Sunny","5 mph, In From LF",23101,13:36:00,"2:53","2016/04/10/tbamlb-balmlb-1","R","mlb","Dennis Hetrick","April 10, 2016","F",103,"P","kbwi","47","30.19","29","1:54 PM"
"12",2016-05-23,446944,"U.S. Cellular Field",4,74,"Sunny","10 mph, In From LF",18323,20:00:00,"2:40","2016/05/23/clemlb-chamlb-2","R","mlb","Bob Rosenberg","Att","F",103,"P","kmdw","72","29.25","30","8:53 PM"
"13",2016-04-10,446945,"Miller Park",32,65,"Roof Closed","0 mph, None",28441,13:10:00,"3:08","2016/04/10/houmlb-milmlb-1","R","mlb","Tim O'Driscoll","April 10, 2016","F",104,"P","kmke","43","28.98","71","1:19 PM"
"14",2016-04-10,446948,"Kauffman Stadium",7,68,"Overcast","10 mph, L To R",35317,13:16:00,"3:23","2016/04/10/minmlb-kcamlb-1","R","mlb","David Boyce","April 10, 2016","F",103,"P","kmci","67","28.59","63","1:53 PM"
"15",2016-04-10,446956,"Angel Stadium of Anaheim",1,67,"Cloudy","10 mph, R To L",35097,12:38:00,"2:43","2016/04/10/texmlb-anamlb-1","R","mlb","Ed Munson","April 10, 2016","F",103,"P","ksna","67","29.84","61","12:53 PM"
"16",2016-04-10,446946,"AT&T Park",2395,58,"Overcast","10 mph, Out To LF",41656,13:07:00,"3:07","2016/04/10/lanmlb-sfnmlb-1","R","mlb","Chris Thoms","April 10, 2016","F",104,"P","ksfo","57","29.91","83","1:56 PM"
"17",2016-04-10,446943,"Chase Field",15,73,"Roof Closed","0 mph, None",33258,13:10:00,"3:21","2016/04/10/chnmlb-arimlb-1","R","mlb","Rodney Johnson","April 10, 2016","F",104,"P","kphx","56","28.73","93","1:19 PM"
"18",2016-04-10,446950,"Safeco Field",680,57,"Cloudy","1 mph, Varies",30834,13:10:00,"3:03","2016/04/10/oakmlb-seamlb-1","R","mlb","Eric Radovich","April 10, 2016","F",103,"P","kbfi","56","29.93","60","1:53 PM"
"19",2016-04-10,446953,"Coors Field",19,62,"Cloudy","2 mph, Out To RF",27587,14:11:00,"2:38","2016/04/10/sdnmlb-colmlb-1","R","mlb","Dave Plati","April 10, 2016","F",104,"P","kden","66","24.41","26","2:53 PM"
"20",2016-06-02,446949,"Comerica Park",2394,80,"Partly Cloudy","3 mph, R To L",28213,19:40:00,"2:56","2016/06/02/nyamlb-detmlb-1","R","mlb","Dan Marowski","Att","F",103,"P","kdet","80","29.28","30","7:53 PM"
"21",2016-04-11,446965,"Comerica Park",2394,56,"Overcast","9 mph, In From RF",26271,13:10:00,"3:17","2016/04/11/pitmlb-detmlb-1","R","mlb","Chuck Klonke","April 11, 2016","F",103,"P","kdet","59","29.09","60","1:53 PM"
"22",2016-04-11,446958,"Fenway Park",3,57,"Cloudy","22 mph, Out To CF",37160,14:05:00,"3:26","2016/04/11/balmlb-bosmlb-1","R","mlb","Mike Shalin","April 11, 2016","F",103,"P","kbos","57","30.08","44","2:54 PM"
"23",2016-04-11,446966,"Citizens Bank Park",2681,66,"Cloudy","17 mph, Out To LF",45229,15:09:00,"2:51","2016/04/11/sdnmlb-phimlb-1","R","mlb","Mike Maconi","April 11, 2016","F",104,"P","kphl","67","30.04","36","3:54 PM"
"24",2016-04-11,446959,"Target Field",3312,42,"Partly Cloudy","21 mph, In From LF",40638,15:16:00,"3:05","2016/04/11/chamlb-minmlb-1","R","mlb","Gregg Wong","April 11, 2016","F",103,"P","kmsp","43","29.17","32","3:53 PM"
"25",2016-04-11,446964,"Busch Stadium",2889,50,"Partly Cloudy","13 mph, Out To RF",47608,15:18:00,"3:00","2016/04/11/milmlb-slnmlb-1","R","mlb","Gary Mueller","April 11, 2016","F",104,"P","kstl","57","29.43","45","3:51 PM"
"26",2016-04-11,446957,"Nationals Park",3309,72,"Clear","10 mph, Out To CF",18119,19:05:00,"3:05","2016/04/11/atlmlb-wasmlb-1","R","mlb","Benjamin Trittipoe","April 11, 2016","F",104,"P","kdca","70","29.93","46","7:52 PM"
"27",2016-04-11,446963,"Citi Field",3289,57,"Cloudy","15 mph, Out To LF",24318,19:11:00,"3:45","2016/04/11/miamlb-nynmlb-1","R","mlb","Howie Karpin","April 11, 2016","F",104,"P","klga","56","30.00","69","7:51 PM"
"28",2016-04-11,446960,"Wrigley Field",17,48,"Partly Cloudy","12 mph, L To R",40882,19:06:00,"3:03","2016/04/11/cinmlb-chnmlb-1","R","mlb","Don Friske","April 11, 2016","F",104,"P","kord","45","29.31","39","7:51 PM"
"29",2016-04-11,446961,"Minute Maid Park",2392,73,"Roof Closed","0 mph, None",43332,19:12:00,"2:59","2016/04/11/kcamlb-houmlb-1","R","mlb","Rick Blount","April 11, 2016","F",103,"P","khou","75","29.86","83","7:16 PM"
"30",2016-04-11,446962,"Oakland Coliseum",10,63,"Partly Cloudy","11 mph, Out To RF",13371,19:07:00,"3:05","2016/04/11/anamlb-oakmlb-1","R","mlb","Chris Thoms","April 11, 2016","F",103,"P","koak","59","30.12","72","7:53 PM"
"31",2016-04-11,446967,"Safeco Field",680,57,"Cloudy","2 mph, In From LF",13468,19:10:00,"3:00","2016/04/11/texmlb-seamlb-1","R","mlb","Eric Radovich","April 11, 2016","F",103,"P","kbfi","55","30.03","59","7:53 PM"
"32",2016-04-12,446977,"Comerica Park",2394,43,"Partly Cloudy","13 mph, Out To CF",26489,13:10:00,"3:16","2016/04/12/pitmlb-detmlb-1","R","mlb","Chuck Klonke","April 12, 2016","F",103,"P","kdet","44","29.64","43","1:53 PM"
"33",2016-04-12,446968,"Dodger Stadium",22,72,"Sunny","3 mph, Out To RF",53279,13:15:00,"3:00","2016/04/12/arimlb-lanmlb-1","R","mlb","Jerry White","April 12, 2016","F",104,"P","kbur","71","29.30","51","1:53 PM"
"34",2016-04-12,446969,"Nationals Park",3309,61,"Clear","14 mph, In From LF",18378,19:07:00,"2:47","2016/04/12/atlmlb-wasmlb-1","R","mlb","Benjamin Trittipoe","April 12, 2016","F",104,"P","kdca","57","30.19","29","7:52 PM"
"35",2016-04-12,446978,"Citizens Bank Park",2681,57,"Clear","17 mph, In From LF",21043,19:06:00,"2:58","2016/04/12/sdnmlb-phimlb-1","R","mlb","Mike Maconi","April 12, 2016","F",104,"P","kphl","56","30.19","27","7:54 PM"
"36",2016-04-12,446976,"Rogers Centre",14,68,"Dome","0 mph, None",28819,19:08:00,"3:03","2016/04/12/nyamlb-tormlb-1","R","mlb","Marie-Claude Pelland-Marcotte","April 12, 2016","F",103,"P","cytz","39","30.06","56","8:00 PM"
"37",2016-04-12,446970,"Fenway Park",3,53,"Partly Cloudy","12 mph, L To R",31114,19:11:00,"3:23","2016/04/12/balmlb-bosmlb-1","R","mlb","Mike Shalin","April 12, 2016","F",103,"P","kbos","51","30.12","44","7:54 PM"
"38",2016-04-12,446971,"Tropicana Field",12,72,"Dome","0 mph, None",10283,19:10:00,"2:34","2016/04/12/clemlb-tbamlb-1","R","mlb","Bill Mathews","April 12, 2016","F",103,"P","kpie","74","30.07","59","7:53 PM"
"39",2016-04-12,446974,"Citi Field",3289,56,"Partly Cloudy","13 mph, In From LF",28923,19:10:00,"3:17","2016/04/12/miamlb-nynmlb-1","R","mlb","Howie Karpin","April 12, 2016","F",104,"P","klga","52","30.16","34","7:51 PM"
"40",2016-04-12,446972,"Minute Maid Park",2392,73,"Roof Closed","0 mph, None",21027,19:11:00,"3:17","2016/04/12/kcamlb-houmlb-1","R","mlb","Trey Wilkinson","April 12, 2016","F",103,"P","khou","73","29.94","78","7:43 PM"
"41",2016-04-12,446979,"Coors Field",19,61,"Overcast","6 mph, In From RF",20814,18:41:00,"2:44","2016/04/12/sfnmlb-colmlb-1","R","mlb","Dave Plati","April 12, 2016","F",104,"P","kden","55","24.60","57","6:53 PM"
"42",2016-04-12,446973,"Oakland Coliseum",10,58,"Overcast","13 mph, Out To RF",13492,19:07:00,"2:41","2016/04/12/anamlb-oakmlb-1","R","mlb","Chris Thoms","April 12, 2016","F",103,"P","koak","57","30.20","69","7:53 PM"
"43",2016-04-12,446980,"Safeco Field",680,51,"Roof Closed","1 mph, Out To LF",13376,19:10:00,"2:35","2016/04/12/texmlb-seamlb-1","R","mlb","Dan Peterson","April 12, 2016","F",103,"P","kbfi","49","30.09","97","7:53 PM"
"44",2016-04-13,446990,"Citi Field",3289,52,"Sunny","10 mph, In From RF",22113,13:12:00,"2:53","2016/04/13/miamlb-nynmlb-1","R","mlb","Howie Karpin","April 13, 2016","F",104,"P","klga","52","30.33","37","1:51 PM"
"45",2016-04-13,446989,"Oakland Coliseum",10,63,"Partly Cloudy","11 mph, Out To RF",11216,12:37:00,"3:03","2016/04/13/anamlb-oakmlb-1","R","mlb","Chuck Dybdal","April 13, 2016","F",103,"P","koak","63","30.18","54","12:53 PM"
"46",2016-04-13,446995,"Safeco Field",680,55,"Cloudy","1 mph, In From LF",15075,12:40:00,"3:20","2016/04/13/texmlb-seamlb-1","R","mlb","Eric Radovich","April 13, 2016","F",103,"P","kbfi","54","30.00","62","12:53 PM"
"47",2016-04-13,446982,"Nationals Park",3309,56,"Clear","0 mph, In From LF",19400,19:05:00,"2:12","2016/04/13/atlmlb-wasmlb-1","R","mlb","Benjamin Trittipoe","April 13, 2016","F",104,"P","kdca","53","30.27","43","7:52 PM"
"48",2016-04-13,446987,"PNC Park",31,54,"Partly Cloudy","1 mph, In From LF",21175,19:07:00,"3:12","2016/04/13/detmlb-pitmlb-1","R","mlb","Bob Webb","April 13, 2016","F",104,"P","kpit","52","28.97","25","7:51 PM"
"49",2016-04-13,446993,"Citizens Bank Park",2681,55,"Clear","3 mph, Out To CF",17638,19:05:00,"2:36","2016/04/13/sdnmlb-phimlb-1","R","mlb","Dick Shute","April 13, 2016","F",104,"P","kphl","52","30.29","37","7:54 PM"
"50",2016-04-13,446992,"Rogers Centre",14,68,"Dome","0 mph, None",27938,19:08:00,"2:43","2016/04/13/nyamlb-tormlb-1","R","mlb","Marie-Claude Pelland-Marcotte","April 13, 2016","F",103,"P","cytz","37","30.14","65","8:00 PM"
"51",2016-04-13,446983,"Fenway Park",3,44,"Clear","13 mph, R To L",31011,19:10:00,"3:13","2016/04/13/balmlb-bosmlb-1","R","mlb","Bob Ellis","April 13, 2016","F",103,"P","kbos","41","30.33","70","7:54 PM"
"52",2016-04-13,446986,"Tropicana Field",12,72,"Dome","0 mph, None",10117,19:09:00,"2:32","2016/04/13/clemlb-tbamlb-1","R","mlb","Bill Mathews","April 13, 2016","F",103,"P","kpie","75","30.02","71","7:53 PM"
"53",2016-04-13,446985,"Wrigley Field",17,43,"Cloudy","8 mph, In From RF",36496,19:06:00,"3:03","2016/04/13/cinmlb-chnmlb-1","R","mlb","Bill Seiple","April 13, 2016","F",104,"P","kord","46","29.52","54","7:51 PM"
"54",2016-04-13,446984,"Target Field",3312,68,"Clear","6 mph, R To L",21008,19:11:00,"2:51","2016/04/13/chamlb-minmlb-1","R","mlb","Stew Thornley","April 13, 2016","F",103,"P","kmsp","64","29.09","33","7:53 PM"
"55",2016-04-13,446988,"Minute Maid Park",2392,73,"Roof Closed","0 mph, None",24109,19:11:00,"3:03","2016/04/13/kcamlb-houmlb-1","R","mlb","Greg Porzucek","April 13, 2016","F",103,"P","khou","73","29.89","73","7:53 PM"
"56",2016-04-13,446975,"Busch Stadium",2889,62,"Clear","7 mph, R To L",40994,19:15:00,"2:49","2016/04/13/milmlb-slnmlb-1","R","mlb","Mike Smith","April 13, 2016","F",104,"P","kstl","59","29.53","42","7:51 PM"
"57",2016-04-13,446994,"Coors Field",19,68,"Partly Cloudy","7 mph, Out To CF",21891,18:40:00,"3:07","2016/04/13/sfnmlb-colmlb-1","R","mlb","Dave Einspahr","April 13, 2016","F",104,"P","kden","65","24.52","32","6:53 PM"
"58",2016-04-13,446981,"Dodger Stadium",22,65,"Clear","6 mph, Out To RF",44244,19:10:00,"3:12","2016/04/13/arimlb-lanmlb-1","R","mlb","Jerry White","April 13, 2016","F",104,"P","kbur","59","29.17","81","7:53 PM"
"59",2016-04-14,447002,"PNC Park",31,61,"Sunny","8 mph, In From LF",18751,12:36:00,"3:20","2016/04/14/detmlb-pitmlb-1","R","mlb","Tony Krizmanich","April 14, 2016","F",104,"P","kpit","60","28.98","26","12:51 PM"
"60",2016-04-14,447005,"Citizens Bank Park",2681,60,"Sunny","7 mph, In From CF",18079,13:07:00,"2:27","2016/04/14/sdnmlb-phimlb-1","R","mlb","Jay Dunn","April 14, 2016","F",104,"P","kphl","60","30.32","30","1:54 PM"
"61",2016-04-14,446999,"Target Field",3312,68,"Partly Cloudy","19 mph, R To L",19736,12:11:00,"3:00","2016/04/14/chamlb-minmlb-1","R","mlb","Gregg Wong","April 14, 2016","F",103,"P","kmsp","72","29.10","40","12:53 PM"
"62",2016-04-14,447001,"Tropicana Field",12,72,"Dome","0 mph, None",10715,13:10:00,"3:20","2016/04/14/clemlb-tbamlb-1","R","mlb","Bill Mathews","April 14, 2016","F",103,"P","kpie","80","29.97","67","1:53 PM"
