"","game_date","game_pk","venue_name","venue_id","temperature","other_weather","wind","attendance","start_time","elapsed_time","game_id","game_type","home_sport_code","official_scorer","date","status_ind","home_league_id","gameday_sw","airport_code","temperature_wunder","pressure","humidity","time_weather"
"1",2015-08-19,415450,"Minute Maid Park",2392,73,"Roof Closed","0 mph, None",26001,19:11:00,"4:04","2015/08/19/tbamlb-houmlb-1","R","mlb","Trey Wilkinson","Att","F",103,"P","khou","82","29.74","74","7:53 PM"
"2",2015-08-19,415452,"Coors Field",19,68,"Clear","3 mph, Out To LF",24863,18:43:00,"2:57","2015/08/19/wasmlb-colmlb-1","R","mlb","Dave Einspahr","Att","F",104,"P","kden","66","24.61","37","6:53 PM"
"3",2015-08-19,415440,"Angel Stadium of Anaheim",1,75,"Clear","3 mph, Varies",35036,19:07:00,"2:56","2015/08/19/chamlb-anamlb-1","R","mlb","Ed Munson","Att","F",103,"P","ksna","69","29.81","78","7:53 PM"
"4",2015-08-20,415456,"Yankee Stadium",3313,79,"Overcast","14 mph, L To R",36129,19:10:00,"3:07","2015/08/20/clemlb-nyamlb-1","R","mlb","Howie Karpin","Att","F",103,"P","klga","81","29.94","70","7:32 PM"
"5",2015-08-20,415458,"Oriole Park at Camden Yards",2,74,"Cloudy","2 mph, Out To LF",20109,21:36:00,"2:51 (2:31 delay)","2015/08/20/minmlb-balmlb-1","R","mlb","Mark Jacobson","Att","F",103,"P","kbwi","74","29.77","93","9:54 PM"
"6",2015-08-20,415460,"PNC Park",31,78,"Partly Cloudy","13 mph, R To L",36671,19:07:00,"2:51","2015/08/20/sfnmlb-pitmlb-1","R","mlb","Bob Hertzel","Att","F",104,"P","kpit","73","28.69","55","7:51 PM"
"7",2015-08-20,415462,"Comerica Park",2394,70,"Cloudy","19 mph, R To L",33727,19:08:00,"2:47","2015/08/20/texmlb-detmlb-1","R","mlb","Chuck Klonke","Att","F",103,"P","kdet","69","29.26","53","7:53 PM"
"8",2015-08-20,415453,"Great American Ball Park",2602,75,"Partly Cloudy","14 mph, Varies",22063,19:10:00,"3:21","2015/08/20/arimlb-cinmlb-1","R","mlb","Ronald Roth","Att","F",104,"P","kluk","73","29.48","49","7:53 PM"
"9",2015-08-20,415457,"Fenway Park",3,73,"Partly Cloudy","16 mph, Out To RF",35458,19:10:00,"2:49","2015/08/20/kcamlb-bosmlb-1","R","mlb","Bob Ellis","Att","F",103,"P","kbos","69","30.03","96","7:54 PM"
"10",2015-08-20,415459,"Marlins Park",4169,78,"Roof Closed","0 mph, None",19689,19:10:00,"3:33","2015/08/20/phimlb-miamlb-1","R","mlb","Charlie McCarthy","Att","F",104,"P","kmia","85","29.97","74","7:53 PM"
