"","game_date","game_pk","venue_name","venue_id","temperature","other_weather","wind","attendance","start_time","elapsed_time","game_id","game_type","home_sport_code","official_scorer","date","status_ind","home_league_id","gameday_sw","airport_code","temperature_wunder","pressure","humidity","time_weather"
"1",2016-05-30,447636,"Kauffman Stadium",7,75,"Partly Cloudy","12 mph, R To L",32018,19:17:00,"3:03","2016/05/30/tbamlb-kcamlb-1","R","mlb","Max Utsler","Att","F",103,"P","kmci","73","28.85","61","7:53 PM"
"2",2016-05-30,447627,"Angel Stadium of Anaheim",1,71,"Clear","8 mph, Out To CF",38541,18:07:00,"2:46","2016/05/30/detmlb-anamlb-1","R","mlb","Chris Johnson","Att","F",103,"P","ksna","65","29.85","70","6:53 PM"
"3",2016-05-31,447643,"Chase Field",15,74,"Roof Closed","0 mph, None",15556,12:41:00,"3:11","2016/05/31/houmlb-arimlb-1","R","mlb","Gary Rausch","Att","F",104,"P","kphx","96","28.56","8","12:51 PM"
"4",2016-05-31,447648,"Safeco Field",680,67,"Sunny","4 mph, L To R",16815,12:40:00,"3:09","2016/05/31/sdnmlb-seamlb-1","R","mlb","Eric Radovich","Att","F",103,"P","kbfi","74","30.03","43","12:53 PM"
"5",2016-05-31,447652,"Progressive Field",5,73,"Partly Cloudy","11 mph, In From RF",10428,18:10:00,"2:51","2016/05/31/texmlb-clemlb-1","R","mlb","Chad Broski","Att","F",103,"P","kcle","78","29.19","33","6:51 PM"
"6",2016-05-31,447639,"Oriole Park at Camden Yards",2,83,"Partly Cloudy","2 mph, Out To LF",17664,19:07:00,"2:48","2016/05/31/bosmlb-balmlb-1","R","mlb","Ryan Eigenbrode","Att","F",103,"P","kbwi","79","29.79","62","7:54 PM"
"7",2016-05-31,447653,"Citizens Bank Park",2681,84,"Partly Cloudy","9 mph, In From LF",18572,19:07:00,"2:54","2016/05/31/wasmlb-phimlb-1","R","mlb","Mike Maconi","Att","F",104,"P","kphl","84","29.93","31","7:54 PM"
"8",2016-05-31,447646,"Rogers Centre",14,73,"Clear","17 mph, In From CF",33419,19:08:00,"2:37","2016/05/31/nyamlb-tormlb-1","R","mlb","Marie-Claude Pelland-Marcotte","Att","F",103,"P","cytz","72","29.75","46","8:00 PM"
"9",2016-05-31,447640,"Citi Field",3289,79,"Clear","13 mph, Out To LF",32781,19:10:00,"3:02","2016/05/31/chamlb-nynmlb-1","R","mlb","Howie Karpin","Att","F",104,"P","klga","75","29.91","84","7:51 PM"
"10",2016-05-31,447647,"Marlins Park",4169,74,"Roof Closed","0 mph, None",10637,19:11:00,"2:36","2016/05/31/pitmlb-miamlb-1","R","mlb","Ron Jernick","Att","F",104,"P","kmia","81","29.91","69","7:53 PM"
"11",2016-05-31,447649,"Turner Field",16,89,"Partly Cloudy","3 mph, Out To CF",15723,19:10:00,"2:29","2016/05/31/sfnmlb-atlmlb-1","R","mlb","Mike Stamus","Att","F",104,"P","katl","87","28.82","40","7:52 PM"
"12",2016-05-31,447644,"Wrigley Field",17,64,"Overcast","2 mph, In From LF",34681,19:32:00,"2:57 (:27 delay)","2016/05/31/lanmlb-chnmlb-1","R","mlb","Bob Rosenberg","Att","F",104,"P","kord","67","29.24","87","7:51 PM"
"13",2016-05-31,447650,"Miller Park",32,75,"Roof Closed","0 mph, None",24487,19:11:00,"3:14","2016/05/31/slnmlb-milmlb-1","R","mlb","Wayne Franke","Att","F",104,"P","kmke","66","29.21","84","7:52 PM"
"14",2016-05-31,447651,"Kauffman Stadium",7,76,"Cloudy","4 mph, L To R",26006,19:15:00,"3:27","2016/05/31/tbamlb-kcamlb-1","R","mlb","Max Utsler","Att","F",103,"P","kmci","75","28.81","71","7:53 PM"
"15",2016-05-31,447641,"Coors Field",19,64,"Cloudy","7 mph, In From CF",20448,18:42:00,"3:07","2016/05/31/cinmlb-colmlb-1","R","mlb","Dave Einspahr","Att","F",104,"P","kden","60","24.64","67","6:53 PM"
