"","game_date","game_pk","venue_name","venue_id","temperature","other_weather","wind","attendance","start_time","elapsed_time","game_id","game_type","home_sport_code","official_scorer","date","status_ind","home_league_id","gameday_sw","airport_code","temperature_wunder","pressure","humidity","time_weather"
"1",2015-05-13,414150,"O.co Coliseum",10,58,"Cloudy","12 mph, Out To RF",22389,12:38:00,"2:33","2015/05/13/bosmlb-oakmlb-1","R","mlb","Chris Thoms","Att","F",103,"P","koak","61","29.97","52","12:53 PM"
"2",2015-05-13,414163,"Chase Field",15,85,"Sunny","5 mph, Out To RF",19026,12:40:00,"3:38","2015/05/13/wasmlb-arimlb-1","R","mlb","Gary Rausch","Att","F",104,"P","kphx","85","28.67","24","12:51 PM"
"3",2015-05-13,414161,"Progressive Field",5,49,"Cloudy","8 mph, L To R",12313,18:10:00,"2:47","2015/05/13/slnmlb-clemlb-1","R","mlb","Chad Broski","Att","F",103,"P","kcle","50","29.56","61","6:51 PM"
"4",2015-05-13,414158,"Citizens Bank Park",2681,67,"Cloudy","14 mph, In From CF",29576,19:06:00,"2:37","2015/05/13/pitmlb-phimlb-1","R","mlb","Jay Dunn","Att","F",104,"P","kphl","65","30.19","37","7:54 PM"
"5",2015-05-13,414162,"Oriole Park at Camden Yards",2,66,"Partly Cloudy","5 mph, In From RF",24654,19:07:00,"2:39","2015/05/13/tormlb-balmlb-1","R","mlb","Dennis Hetrick","Att","F",103,"P","kbwi","61","30.08","44","7:54 PM"
"6",2015-05-13,414155,"Comerica Park",2394,55,"Cloudy","5 mph, L To R",27163,19:08:00,"3:07","2015/05/13/minmlb-detmlb-1","R","mlb","Chuck Klonke","Att","F",103,"P","kdet","51","29.73","59","7:53 PM"
"7",2015-05-13,414149,"Great American Ball Park",2602,68,"Clear","7 mph, Out To RF",17747,19:09:00,"2:06","2015/05/13/atlmlb-cinmlb-1","R","mlb","Mike Cameron","Att","F",104,"P","kluk","63","29.79","46","7:53 PM"
"8",2015-05-13,414156,"Tropicana Field",12,72,"Dome","0 mph, None",11924,19:10:00,"2:41","2015/05/13/nyamlb-tbamlb-1","R","mlb","Bill Mathews","Att","F",103,"P","kpie","82","30.06","71","7:53 PM"
"9",2015-05-13,414154,"Dodger Stadium",22,66,"Partly Cloudy","7 mph, L To R",38316,16:50:00,"3:24","2015/05/13/miamlb-lanmlb-1","R","mlb","Jerry White","Att","F",104,"P","kbur","67","29.06","51","4:53 PM"
"10",2015-05-13,414153,"Globe Life Park in Arlington",13,67,"Cloudy","9 mph, R To L",26258,19:08:00,"2:15","2015/05/13/kcamlb-texmlb-1","R","mlb","Will Rudd","Att","F",103,"P","kdfw","67","29.37","97","7:28 PM"
"11",2015-05-13,414157,"Wrigley Field",17,43,"Partly Cloudy","11 mph, In From LF",33709,19:11:00,"2:37","2015/05/13/nynmlb-chnmlb-1","R","mlb","Bob Rosenberg","Att","F",104,"P","kord","47","29.67","61","7:51 PM"
"12",2015-05-13,414151,"Miller Park",32,68,"Roof Closed","0 mph, None",29679,19:10:00,"3:07","2015/05/13/chamlb-milmlb-1","R","mlb","Tim O'Driscoll","Att","F",104,"P","kmke","43","29.67","56","7:52 PM"
"13",2015-05-13,414160,"Minute Maid Park",2392,73,"Roof Closed","0 mph, None",20725,19:11:00,"3:10","2015/05/13/sfnmlb-houmlb-1","R","mlb","Trey Wilkinson","Att","F",103,"P","khou","78","30.00","84","7:53 PM"
"14",2015-05-13,414152,"Angel Stadium of Anaheim",1,65,"Partly Cloudy","6 mph, Out To RF",30129,19:08:00,"3:18","2015/05/13/colmlb-anamlb-1","R","mlb","Mel Franks","Att","F",103,"P","ksna","61","29.83","67","7:53 PM"
"15",2015-05-13,414159,"Safeco Field",680,56,"Roof Closed","1 mph, None",14547,19:10:00,"2:59","2015/05/13/sdnmlb-seamlb-1","R","mlb","Dan Peterson","Att","F",103,"P","kbfi","55","29.90","80","7:53 PM"
"16",2015-05-14,414172,"Progressive Field",5,56,"Partly Cloudy","9 mph, In From CF",15865,12:10:00,"3:12","2015/05/14/slnmlb-clemlb-1","R","mlb","Adam Liberman","Att","F",103,"P","kcle","60","29.56","44","12:51 PM"
"17",2015-05-14,414170,"Citizens Bank Park",2681,67,"Partly Cloudy","4 mph, R To L",29205,13:08:00,"2:40","2015/05/14/pitmlb-phimlb-1","R","mlb","Jay Dunn","Att","F",104,"P","kphl","68","30.37","25","1:54 PM"
"18",2015-05-14,414167,"Comerica Park",2394,56,"Partly Cloudy","7 mph, In From CF",31785,13:08:00,"3:03","2015/05/14/minmlb-detmlb-1","R","mlb","Chuck Klonke","Att","F",103,"P","kdet","59","29.71","35","1:53 PM"
"19",2015-05-14,414166,"Globe Life Park in Arlington",13,76,"Cloudy","11 mph, R To L",33818,13:08:00,"3:11","2015/05/14/kcamlb-texmlb-1","R","mlb","Greg Porzucek","Att","F",103,"P","kdfw","77","29.43","76","1:16 PM"
"20",2015-05-14,414169,"Wrigley Field",17,57,"Cloudy","11 mph, In From RF",31496,13:20:00,"2:49","2015/05/14/nynmlb-chnmlb-1","R","mlb","Don Friske","Att","F",104,"P","kord","63","29.50","52","1:51 PM"
"21",2015-05-14,414168,"Tropicana Field",12,72,"Dome","0 mph, None",11977,19:10:00,"2:45","2015/05/14/nyamlb-tbamlb-1","R","mlb","Bill Mathews","Att","F",103,"P","kpie","83","30.08","65","7:20 PM"
"22",2015-05-14,414171,"Great American Ball Park",2602,69,"Overcast","7 mph, R To L",21792,19:11:00,"2:58","2015/05/14/sfnmlb-cinmlb-1","R","mlb","Ronald Roth","Att","F",104,"P","kluk","65","29.67","70","7:53 PM"
"23",2015-05-14,414173,"Minute Maid Park",2392,73,"Roof Closed","0 mph, None",15777,19:10:00,"2:48","2015/05/14/tormlb-houmlb-1","R","mlb","Rick Blount","Att","F",103,"P","khou","78","29.94","81","7:53 PM"
"24",2015-05-14,414164,"Safeco Field",680,63,"Clear","1 mph, Out To CF",20172,19:09:00,"2:53","2015/05/14/bosmlb-seamlb-1","R","mlb","Eric Radovich","Att","F",103,"P","kbfi","63","29.81","52","7:53 PM"
"25",2015-05-14,414165,"Dodger Stadium",22,59,"Overcast","4 mph, R To L",42650,19:09:00,"3:11 (1:25 delay)","2015/05/14/colmlb-lanmlb-1","R","mlb","Ed Munson","Att","F",104,"P","kbur","57","29.02","74","7:53 PM"
"26",2015-05-14,414174,"Petco Park",2680,60,"Drizzle","4 mph, Varies",22710,19:12:00,"2:44 (1:56 delay)","2015/05/14/wasmlb-sdnmlb-1","R","mlb","Bill Zavestoski","Att","F",104,"P","ksan","61","29.88","82","7:25 PM"
"27",2015-05-15,414185,"Wrigley Field",17,73,"Overcast","10 mph, L To R",33617,13:20:00,"5:01","2015/05/15/pitmlb-chnmlb-1","R","mlb","Don Friske","Att","F",104,"P","kord","72","29.27","73","1:51 PM"
"28",2015-05-15,414175,"Oriole Park at Camden Yards",2,70,"Partly Cloudy","2 mph, L To R",35470,19:06:00,"2:23","2015/05/15/anamlb-balmlb-1","R","mlb","Jim Henneman","Att","F",103,"P","kbwi","68","30.02","55","7:54 PM"
