last_name, first_name,year,hp_to_1b,sprint_speed,
Cabrera, Melky,2015,,25.8,
Sandoval, Pablo,2015,,24.7,
Herrera, Elian,2015,,27.9,
Ramos, Wilson,2015,,24.0,
Santana, Carlos,2015,,25.5,
Parra, Gerardo,2015,,26.5,
Montero, Miguel,2015,,24.4,
Gonzalez, Carlos,2015,,26.4,
Valbuena, Luis,2015,,25.5,
Mercer, Jordy,2015,,27.7,
Belt, Brandon,2015,,26.7,
Carter, Chris,2015,,26.4,
Van Slyke, Scott,2015,,27.4,
Alonso, Yonder,2015,,24.8,
Flaherty, Ryan,2015,,26.7,
Smoak, Justin,2015,,24.0,
Zimmerman, Ryan,2015,,26.1,
Lowrie, Jed,2015,,26.2,
Alvarez, Pedro,2015,,25.2,
Barnes, Brandon,2015,,27.3,
Brantley, Michael,2015,,26.0,
Castro, Jason,2015,,26.5,
Escobar, Yunel,2015,,25.6,
Morrison, Logan,2015,,26.5,
Aoki, Norichika,2015,,26.7,
Cespedes, Yoenis,2015,,28.4,
Ramirez, Alexei,2015,,26.6,
Colabello, Chris,2015,,26.1,
Solarte, Yangervis,2015,,25.4,
Escobar, Eduardo,2015,,27.4,
Lagares, Juan,2015,,28.4,
Almonte, Abraham,2015,,28.5,
Freese, David,2015,,26.7,
Davis, Khris,2015,,26.8,
Snider, Travis,2015,,26.6,
Chisenhall, Lonnie,2015,,27.0,
Martinez, J.D.,2015,,27.8,
Valencia, Danny,2015,,26.8,
Reddick, Josh,2015,,27.8,
Murphy, Daniel,2015,,25.7,
Goldschmidt, Paul,2015,,27.4,
Gonzalez, Marwin,2015,,26.2,
Amarista, Alexi,2015,,26.8,
Altuve, Jose,2015,,28.4,
Tejada, Ruben,2015,,26.0,
Hernandez, Cesar,2015,,29.8,
Segura, Jean,2015,,28.7,
Castro, Starlin,2015,,27.5,
Marte, Starling,2015,,29.6,
Paredes, Jimmy,2015,,27.4,
d'Arnaud, Travis,2015,,26.6,
Dietrich, Derek,2015,,27.6,
Donaldson, Josh,2015,,26.6,
Freeman, Freddie,2015,,25.4,
Grandal, Yasmani,2015,,24.2,
Heyward, Jason,2015,,27.4,
LeMahieu, DJ,2015,,27.3,
Lucroy, Jonathan,2015,,25.6,
Middlebrooks, Will,2015,,28.0,
Moreland, Mitch,2015,,24.9,
Moustakas, Mike,2015,,25.8,
Norris, Derek,2015,,27.9,
Revere, Ben,2015,,28.4,
Rizzo, Anthony,2015,,26.0,
Robinson, Clint,2015,,25.9,
Rupp, Cameron,2015,,25.3,
Sogard, Eric,2015,,26.3,
Souza Jr., Steven,2015,,28.6,
Stanton, Giancarlo,2015,,27.1,
Vogt, Stephen,2015,,26.0,
Galvis, Freddy,2015,,27.1,
Perez, Salvador,2015,,25.6,
Forsythe, Logan,2015,,28.5,
Flores, Wilmer,2015,,25.8,
Garcia, Avisail,2015,,29.0,
Perez, Hernan,2015,,27.9,
Perez, Carlos,2015,,26.4,
Inciarte, Ender,2015,,28.0,
Ozuna, Marcell,2015,,28.2,
Santana, Danny,2015,,28.7,
Burns, Billy,2015,,29.1,
Butler, Joey,2015,,28.0,
Crawford, Brandon,2015,,26.8,
Cron, C.J.,2015,,26.0,
Giavotella, Johnny,2015,,27.9,
Gillaspie, Conor,2015,,25.2,
Gomes, Yan,2015,,26.8,
Gose, Anthony,2015,,28.3,
Harrison, Josh,2015,,27.2,
Hicks, Aaron,2015,,28.3,
Hosmer, Eric,2015,,27.1,
Joseph, Caleb,2015,,26.4,
Kipnis, Jason,2015,,27.3,
Lawrie, Brett,2015,,29.5,
McCann, James,2015,,26.7,
Miller, Brad,2015,,27.7,
Rendon, Anthony,2015,,27.7,
Semien, Marcus,2015,,28.9,
Springer, George,2015,,28.8,
Gordon, Dee,2015,,29.1,
Wong, Kolten,2015,,27.4,
Gregorius, Didi,2015,,28.4,
Grichuk, Randal,2015,,28.7,
Marisnick, Jake,2015,,29.4,
Trout, Mike,2015,,29.6,
Herrera, Odubel,2015,,27.8,
Harper, Bryce,2015,,27.7,
Martin, Leonys,2015,,28.1,
Abreu, Jose,2015,,25.7,
Suarez, Eugenio,2015,,27.0,
Ackley, Dustin,2015,,26.5,
Polanco, Gregory,2015,,28.5,
Urshela, Gio,2015,,26.7,
Sanchez, Yolmer,2015,,27.7,
Schoop, Jonathan,2015,,26.7,
Arenado, Nolan,2015,,26.1,
Barnhart, Tucker,2015,,25.6,
Bour, Justin,2015,,24.4,
Gennett, Scooter,2015,,26.8,
Hamilton, Billy,2015,,29.7,
Holt, Brock,2015,,28.5,
Lamb, Jake,2015,,26.6,
Myers, Wil,2015,,28.5,
Owings, Chris,2015,,28.5,
Paulsen, Ben,2015,,26.7,
Piscotty, Stephen,2015,,27.9,
Pollock, A.J.,2015,,29.0,
Seager, Kyle,2015,,26.0,
Taylor, Michael A.,2015,,28.7,
Zunino, Mike,2015,,26.6,
Goins, Ryan,2015,,27.3,
Carpenter, Matt,2015,,26.9,
Dozier, Brian,2015,,27.8,
Ruf, Darin,2015,,25.6,
Saladino, Tyler,2015,,28.4,
Gyorko, Jedd,2015,,24.7,
Iglesias, Jose,2015,,28.4,
Hechavarria, Adeiny,2015,,28.8,
Bryant, Kris,2015,,28.6,
Canha, Mark,2015,,28.2,
Castellanos, Nick,2015,,26.5,
DeShields, Delino,2015,,30.5,
Machado, Manny,2015,,27.4,
Pederson, Joc,2015,,27.2,
Realmuto, J.T.,2015,,28.8,
Rosario, Eddie,2015,,28.5,
Simmons, Andrelton,2015,,27.0,
Yelich, Christian,2015,,28.7,
Bogaerts, Xander,2015,,28.2,
Sano, Miguel,2015,,27.6,
Calhoun, Kole,2015,,26.5,
Eaton, Adam,2015,,28.9,
Gattis, Evan,2015,,27.4,
Kiermaier, Kevin,2015,,29.7,
Lindor, Francisco,2015,,28.4,
Odor, Rougned,2015,,28.1,
Swihart, Blake,2015,,27.8,
Franco, Maikel,2015,,26.7,
Bradley Jr., Jackie,2015,,27.5,
Ahmed, Nick,2015,,28.4,
Asche, Cody,2015,,26.8,
Betts, Mookie,2015,,28.7,
Panik, Joe,2015,,26.7,
Spangenberg, Cory,2015,,28.8,
Tucker, Preston,2015,,26.9,
Peterson, Jace,2015,,28.5,
Pillar, Kevin,2015,,28.7,
Ramirez, Jose,2015,,28.0,
Russell, Addison,2015,,28.0,
Plawecki, Kevin,2015,,26.9,
Correa, Carlos,2015,,28.3,
Duffy, Matt,2015,,28.2,
Puig, Yasiel,2015,,28.4,
Soler, Jorge,2015,,27.6,
Castillo, Rusney,2015,,27.5,
Kang, Jung Ho,2015,,26.7,
Tomas, Yasmany,2015,,27.3,
Schwarber, Kyle,2015,,27.1,
Pujols, Albert,2019,5.02,22.5,
Cabrera, Miguel,2019,4.95,23.5,
Choo, Shin-Soo,2019,4.35,26.5,
Molina, Yadier,2019,4.93,22.8,
Cano, Robinson,2019,4.62,24.6,
Encarnacion, Edwin,2019,4.82,24.8,
Jones, Adam,2019,4.48,26.8,
Granderson, Curtis,2019,4.38,26.5,
Kendrick, Howie,2019,4.69,25.3,
Kinsler, Ian,2019,4.60,26.2,
McCann, Brian,2019,5.03,22.2,
Walker, Neil,2019,4.58,25.6,
Suzuki, Kurt,2019,4.69,25.2,
Desmond, Ian,2019,4.40,27.5,
Cruz, Nelson,2019,4.73,25.2,
Peralta, David,2019,4.37,26.9,
Prado, Martin,2019,4.65,25.6,
Longoria, Evan,2019,4.53,26.4,
Davis, Chris,2019,4.75,24.8,
Fowler, Dexter,2019,4.29,27.7,
Flowers, Tyler,2019,4.60,25.2,
Pence, Hunter,2019,4.19,28.5,
Cabrera, Asdrubal,2019,4.68,25.4,
Blackmon, Charlie,2019,4.35,26.7,
Frazier, Todd,2019,4.57,25.3,
Maldonado, Martin,2019,4.85,24.2,
Chirinos, Robinson,2019,4.69,25.1,
Markakis, Nick,2019,4.43,26.1,
Castillo, Welington,2019,4.93,23.7,
Cain, Lorenzo,2019,4.25,27.8,
McCutchen, Andrew,2019,4.31,28.8,
Upton, Justin,2019,4.55,26.8,
Maybin, Cameron,2019,4.21,28.7,
Turner, Justin,2019,4.56,26.1,
Posey, Buster,2019,4.85,24.2,
Bruce, Jay,2019,4.37,26.7,
Votto, Joey,2019,4.78,25.0,
Gardner, Brett,2019,4.06,28.9,
Braun, Ryan,2019,4.47,26.6,
Gordon, Alex,2019,4.58,25.4,
Andrus, Elvis,2019,4.40,26.7,
Cabrera, Melky,2019,4.51,25.9,
Sandoval, Pablo,2019,4.62,24.3,
Ramos, Wilson,2019,4.96,22.9,
Santana, Carlos,2019,4.55,25.7,
Parra, Gerardo,2019,4.44,26.3,
Mercer, Jordy,2019,4.39,26.4,
Belt, Brandon,2019,4.67,24.8,
Alonso, Yonder,2019,4.98,23.3,
Smoak, Justin,2019,4.97,23.5,
Brantley, Michael,2019,4.47,26.4,
Castro, Jason,2019,4.48,26.3,
Gurriel, Yuli,2019,4.32,27.6,
Rodriguez, Ronny,2019,4.37,27.4,
Rojas, Miguel,2019,4.52,26.3,
Escobar, Eduardo,2019,4.25,27.6,
Martinez, Jose,2019,4.52,26.2,
Lagares, Juan,2019,4.33,28.0,
Davis, Khris,2019,4.84,25.6,
Pham, Tommy,2019,4.38,28.7,
Martinez, J.D.,2019,4.49,26.6,
Reddick, Josh,2019,4.31,26.7,
Dyson, Jarrod,2019,4.08,28.4,
Murphy, Daniel,2019,4.52,25.7,
Goldschmidt, Paul,2019,4.50,26.5,
Gonzalez, Marwin,2019,4.50,25.8,
Altuve, Jose,2019,4.07,28.5,
Hernandez, Cesar,2019,4.15,28.7,
Segura, Jean,2019,4.20,27.5,
Castro, Starlin,2019,4.38,26.9,
Marte, Starling,2019,4.14,29.0,
d'Arnaud, Travis,2019,4.52,26.9,
Dietrich, Derek,2019,4.31,26.6,
Donaldson, Josh,2019,4.51,25.8,
Freeman, Freddie,2019,4.45,26.4,
Grandal, Yasmani,2019,4.88,24.2,
Heyward, Jason,2019,4.32,27.4,
LeMahieu, DJ,2019,4.57,26.7,
Lucroy, Jonathan,2019,4.65,25.4,
Moreland, Mitch,2019,4.47,25.0,
Moustakas, Mike,2019,4.55,25.7,
Rizzo, Anthony,2019,4.58,25.3,
Sogard, Eric,2019,4.43,26.2,
Thames, Eric,2019,4.29,26.7,
Vogt, Stephen,2019,4.38,26.4,
Galvis, Freddy,2019,4.43,25.9,
Forsythe, Logan,2019,4.55,27.3,
Flores, Wilmer,2019,4.59,25.4,
Garcia, Avisail,2019,4.38,28.8,
Ozuna, Marcell,2019,4.43,27.4,
Villar, Jonathan,2019,4.24,27.9,
Santana, Danny,2019,4.28,27.7,
Aguilar, Jesus,2019,4.95,23.5,
Beckham, Tim,2019,4.47,26.7,
Berti, Jon,2019,4.13,29.8,
Crawford, Brandon,2019,4.43,25.7,
Cron, C.J.,2019,4.58,26.1,
Gomes, Yan,2019,4.58,26.6,
Grossman, Robbie,2019,4.27,27.5,
Hicks, Aaron,2019,4.23,27.6,
Hicks, John,2019,4.45,26.6,
Hosmer, Eric,2019,4.53,25.8,
Kipnis, Jason,2019,4.37,26.8,
McCann, James,2019,4.70,26.2,
Nola, Austin,2019,4.58,27.1,
Rendon, Anthony,2019,4.41,26.7,
Semien, Marcus,2019,4.36,28.1,
Shaw, Travis,2019,4.49,25.6,
Springer, George,2019,4.27,28.4,
Gordon, Dee,2019,4.01,28.5,
Vazquez, Christian,2019,4.52,25.6,
Wong, Kolten,2019,4.20,27.6,
Gregorius, Didi,2019,4.24,27.7,
Garcia, Leury,2019,4.05,28.5,
Grichuk, Randal,2019,4.37,28.1,
Marisnick, Jake,2019,4.20,29.2,
Trout, Mike,2019,4.28,29.2,
Almora Jr., Albert,2019,4.26,28.3,
Ruiz, Rio,2019,4.64,25.8,
Wolters, Tony,2019,4.53,26.1,
Harper, Bryce,2019,4.28,28.3,
Perez, Roberto,2019,4.77,24.3,
Martin, Leonys,2019,4.40,27.2,
Abreu, Jose,2019,4.47,26.6,
Diaz, Elias,2019,4.58,26.1,
Narvaez, Omar,2019,4.84,24.6,
Suarez, Eugenio,2019,4.72,25.9,
Santana, Domingo,2019,4.55,26.7,
Urshela, Gio,2019,4.34,26.3,
Sanchez, Yolmer,2019,4.27,27.7,
Schoop, Jonathan,2019,4.52,27.3,
Adams, Matt,2019,4.60,25.9,
Arenado, Nolan,2019,4.55,25.9,
Barnhart, Tucker,2019,4.73,24.1,
Goodwin, Brian,2019,4.17,27.9,
Hamilton, Billy,2019,4.01,29.5,
Haniger, Mitch,2019,4.48,27.1,
Hernandez, Enrique,2019,4.49,27.4,
Holt, Brock,2019,4.36,26.1,
Muncy, Max,2019,4.27,27.7,
Myers, Wil,2019,4.31,28.3,
Naquin, Tyler,2019,4.40,26.9,
Phegley, Josh,2019,4.49,25.8,
Piscotty, Stephen,2019,4.56,26.0,
Pollock, A.J.,2019,4.33,28.0,
Seager, Kyle,2019,4.47,26.4,
Voit, Luke,2019,4.70,25.8,
Walker, Christian,2019,4.54,27.2,
Zunino, Mike,2019,4.53,26.3,
Carpenter, Matt,2019,4.44,26.0,
Dickerson, Corey,2019,4.26,27.6,
Dozier, Brian,2019,4.47,26.9,
Yastrzemski, Michael,2019,4.28,27.5,
Contreras, Willson,2019,4.37,27.7,
Iglesias, Jose,2019,4.20,27.1,
Osuna, Jose,2019,4.51,27.1,
Bryant, Kris,2019,4.28,28.2,
Canha, Mark,2019,4.38,27.6,
Castellanos, Nick,2019,4.28,27.9,
DeShields, Delino,2019,4.11,29.5,
Drury, Brandon,2019,4.43,26.8,
Gamel, Ben,2019,4.24,28.2,
Goodrum, Niko,2019,4.25,29.0,
Jones, JaCoby,2019,4.33,28.3,
Judge, Aaron,2019,4.55,28.2,
Machado, Manny,2019,4.60,26.4,
Moran, Colin,2019,4.58,25.4,
Pederson, Joc,2019,4.36,26.2,
Realmuto, J.T.,2019,4.22,28.7,
Renfroe, Hunter,2019,4.46,27.0,
Rosario, Eddie,2019,4.26,27.1,
Simmons, Andrelton,2019,4.62,26.3,
Wilkerson, Stevie,2019,4.25,28.3,
Yelich, Christian,2019,4.16,28.7,
Merrifield, Whit,2019,4.23,28.6,
Bogaerts, Xander,2019,4.25,28.0,
Alberto, Hanser,2019,4.34,26.9,
Polanco, Jorge,2019,4.12,28.2,
Sano, Miguel,2019,4.62,26.5,
Calhoun, Kole,2019,4.52,25.9,
Eaton, Adam,2019,4.13,28.3,
Garcia, Greg,2019,4.31,27.6,
Kiermaier, Kevin,2019,3.97,29.4,
Alfaro, Jorge,2019,4.32,28.8,
Profar, Jurickson,2019,4.40,26.7,
Baez, Javier,2019,4.19,28.6,
Hedges, Austin,2019,4.97,24.6,
Lindor, Francisco,2019,4.24,27.5,
Odor, Rougned,2019,4.21,28.0,
Smith Jr, Dwight,2019,4.48,26.1,
Story, Trevor,2019,4.17,29.3,
Vogelbach, Daniel,2019,4.80,24.2,
Sanchez, Gary,2019,4.65,25.4,
Cuthbert, Cheslor,2019,4.48,26.6,
Kepler, Max,2019,4.24,27.7,
Franco, Maikel,2019,4.77,25.4,
Choi, Ji-Man,2019,4.43,25.3,
Bradley Jr., Jackie,2019,4.31,27.6,
La Stella, Tommy,2019,4.47,25.7,
Severino, Pedro,2019,4.35,27.0,
Nunez, Renato,2019,4.53,27.1,
Candelario, Jeimer,2019,4.38,27.3,
Ahmed, Nick,2019,4.35,28.2,
Anderson, Brian,2019,4.40,27.0,
Bell, Josh,2019,4.42,26.7,
Betts, Mookie,2019,4.27,27.9,
Caratini, Victor,2019,4.70,25.0,
Davis, J.D.,2019,4.56,26.3,
Panik, Joe,2019,4.50,25.5,
Smith, Mallex,2019,4.03,29.4,
Castro, Harold,2019,4.28,27.2,
Arcia, Orlando,2019,4.46,26.4,
Tapia, Raimel,2019,4.18,28.6,
Hernandez, Teoscar,2019,4.22,29.1,
Peraza, Jose,2019,4.32,28.0,
Marte, Ketel,2019,4.26,27.9,
Nimmo, Brandon,2019,4.23,28.5,
Turner, Trea,2019,4.04,30.3,
Beaty, Matt,2019,4.28,27.4,
Pillar, Kevin,2019,4.28,27.9,
Ramirez, Jose,2019,4.28,27.8,
Bregman, Alex,2019,4.34,27.4,
Gallo, Joey,2019,4.44,27.7,
Kelly, Carson,2019,4.77,25.3,
Seager, Corey,2019,4.50,26.9,
Winker, Jesse,2019,4.62,25.6,
Lugo, Dawel,2019,4.38,27.5,
Mazara, Nomar,2019,4.39,26.5,
Murphy, Tom,2019,4.59,26.2,
Guzman, Ronald,2019,4.49,25.9,
Mondesi, Adalberto,2019,4.08,29.9,
Reyes, Franmil,2019,4.59,26.6,
Martin, Richie,2019,4.21,29.5,
Swanson, Dansby,2019,4.21,28.7,
Newman, Kevin,2019,4.26,28.4,
Taylor, Chris,2019,4.29,28.7,
Correa, Carlos,2019,4.34,27.6,
Dahl, David,2019,4.18,28.1,
Buxton, Byron,2019,3.99,30.3,
Duggar, Steven,2019,4.21,28.2,
Stewart, Christin,2019,4.40,26.9,
Wendle, Joey,2019,4.13,28.6,
Olson, Matt,2019,4.55,26.2,
Margot, Manuel,2019,4.21,29.0,
Reyes, Victor,2019,4.20,28.9,
Bote, David,2019,4.36,27.6,
Ramirez, Harold,2019,4.23,28.9,
Santander, Anthony,2019,4.42,27.4,
Alonso, Pete,2019,4.51,26.4,
Biggio, Cavan,2019,4.35,28.3,
Conforto, Michael,2019,4.34,27.5,
Frazier, Adam,2019,4.31,27.2,
Puig, Yasiel,2019,4.32,28.2,
Soler, Jorge,2019,4.52,27.0,
Ervin, Phillip,2019,4.43,27.5,
Meadows, Austin,2019,4.25,28.1,
Mercado, Oscar,2019,4.23,29.5,
Pinder, Chad,2019,4.45,27.0,
Anderson, Tim,2019,4.18,28.7,
Bauers, Jake,2019,4.26,27.7,
Bellinger, Cody,2019,3.97,28.7,
Calhoun, Willie,2019,4.55,26.4,
Crawford, J.P.,2019,4.36,27.4,
Dixon, Brandon,2019,4.24,28.5,
Dozier, Hunter,2019,4.36,28.3,
Garver, Mitch,2019,4.49,26.3,
Hampson, Garrett,2019,4.06,30.1,
Locastro, Tim,2019,3.94,30.7,
Mancini, Trey,2019,4.60,26.7,
McKinney, Billy,2019,4.27,27.4,
McMahon, Ryan,2019,4.51,26.3,
Tellez, Rowdy,2019,4.78,24.8,
VanMeter, Josh,2019,4.32,26.8,
Rosario, Amed,2019,4.18,29.2,
Adames, Willy,2019,4.26,28.3,
Benintendi, Andrew,2019,4.27,27.1,
Cooper, Garrett,2019,4.40,27.2,
Jansen, Danny,2019,4.46,27.3,
Kemp, Tony,2019,4.29,26.4,
McNeil, Jeff,2019,4.09,27.2,
Tauchman, Mike,2019,4.23,27.9,
White, Tyler,2019,4.77,25.2,
Albies, Ozzie,2019,4.02,28.6,
Robles, Victor,2019,4.24,29.3,
Devers, Rafael,2019,4.27,27.1,
Naylor, Josh,2019,4.46,26.1,
Arraez, Luis,2019,4.35,26.9,
Jimenez, Eloy,2019,4.43,27.7,
Torres, Gleyber,2019,4.47,26.5,
Diaz, Yandy,2019,4.52,26.5,
Rengifo, Luis,2019,4.25,28.0,
Allen, Greg,2019,4.16,29.0,
Chapman, Matt,2019,4.40,28.0,
Chavis, Michael,2019,4.37,28.0,
Hoskins, Rhys,2019,4.54,25.9,
Luplow, Jordan,2019,4.32,28.2,
O'Hearn, Ryan,2019,4.46,27.2,
Schwarber, Kyle,2019,4.30,27.1,
Verdugo, Alex,2019,4.24,27.3,
DeJong, Paul,2019,4.37,27.6,
Laureano, Ramon,2019,4.24,28.5,
Moncada, Yoan,2019,4.19,27.8,
Ohtani, Shohei,2019,4.05,28.2,
Acuna Jr., Ronald,2019,4.18,29.4,
Riley, Austin,2019,4.45,27.8,
Lowe, Brandon,2019,4.23,27.7,
Bader, Harrison,2019,4.12,29.5,
Fletcher, David,2019,4.23,27.6,
Kingery, Scott,2019,4.16,29.1,
Moore, Dylan,2019,4.30,28.3,
Tatis Jr., Fernando,2019,4.17,29.3,
Guerrero Jr., Vladimir,2019,4.57,26.2,
Soto, Juan,2019,4.25,27.3,
Gurriel Jr., Lourdes,2019,4.36,27.5,
Reynolds, Bryan,2019,4.31,28.0,
Senzel, Nick,2019,4.19,29.4,
Edman, Tommy,2019,4.12,29.4,
Hiura, Keston,2019,4.53,26.9,
Lopez, Nicky,2019,4.13,28.5,
Alvarez, Yordan,2019,4.35,26.7,
Beltre, Adrian,2017,4.71,24.2,
Beltran, Carlos,2017,4.47,25.3,
Werth, Jayson,2017,4.60,25.7,
Martinez, Victor,2017,4.91,22.5,
Utley, Chase,2017,4.23,27.6,
Pujols, Albert,2017,5.11,21.8,
Holliday, Matt,2017,4.59,25.9,
Mauer, Joe,2017,4.53,26.1,
Cabrera, Miguel,2017,4.87,24.9,
Gonzalez, Adrian,2017,4.88,23.7,
Phillips, Brandon,2017,4.58,25.9,
Reyes, Jose,2017,4.21,27.4,
Choo, Shin-Soo,2017,4.43,26.2,
Molina, Yadier,2017,4.81,23.8,
Cano, Robinson,2017,4.61,24.1,
Encarnacion, Edwin,2017,4.75,24.5,
Hardy, J.J.,2017,4.62,26.1,
Bautista, Jose,2017,4.75,25.5,
Jones, Adam,2017,4.48,27.0,
Aybar, Erick,2017,4.36,26.7,
Martin, Russell,2017,4.71,25.5,
Granderson, Curtis,2017,4.27,26.9,
Davis, Rajai,2017,4.03,29.6,
Ramirez, Hanley,2017,4.61,26.1,
Morales, Kendrys,2017,4.95,23.5,
Kendrick, Howie,2017,4.49,26.7,
Napoli, Mike,2017,4.75,25.2,
Kinsler, Ian,2017,4.39,26.9,
McCann, Brian,2017,5.01,22.8,
Walker, Neil,2017,4.46,26.2,
Suzuki, Kurt,2017,4.65,25.8,
Desmond, Ian,2017,4.34,27.7,
Cruz, Nelson,2017,4.70,25.4,
Jaso, John,2017,4.53,26.5,
Trumbo, Mark,2017,4.65,26.5,
Peralta, David,2017,4.30,27.4,
Pina, Manny,2017,4.62,25.8,
Escobar, Alcides,2017,4.35,27.7,
Jay, Jon,2017,4.44,26.4,
Duda, Lucas,2017,4.68,25.6,
Wieters, Matt,2017,4.71,24.8,
Longoria, Evan,2017,4.38,27.1,
Cozart, Zack,2017,4.47,26.0,
Barney, Darwin,2017,4.38,27.4,
Reynolds, Mark,2017,4.74,24.8,
Davis, Chris,2017,4.67,25.1,
Zobrist, Ben,2017,4.34,27.1,
Fowler, Dexter,2017,4.26,28.1,
Flowers, Tyler,2017,4.52,25.8,
Headley, Chase,2017,4.68,25.3,
Smith, Seth,2017,4.42,26.3,
Lind, Adam,2017,4.62,24.8,
Pence, Hunter,2017,4.16,28.6,
Span, Denard,2017,4.34,27.5,
Cabrera, Asdrubal,2017,4.65,25.2,
Ellsbury, Jacoby,2017,4.26,28.1,
Tulowitzki, Troy,2017,4.56,25.6,
Blackmon, Charlie,2017,4.22,28.2,
Blanco, Gregor,2017,4.11,28.8,
Frazier, Todd,2017,4.47,26.6,
Iannetta, Chris,2017,4.67,25.8,
Maldonado, Martin,2017,4.85,24.8,
Chirinos, Robinson,2017,4.76,24.7,
Young, Chris,2017,4.37,27.6,
Markakis, Nick,2017,4.48,25.9,
Pedroia, Dustin,2017,4.42,26.1,
Castillo, Welington,2017,4.65,24.9,
Nunez, Eduardo,2017,4.17,27.9,
Pearce, Steve,2017,4.48,26.9,
Cain, Lorenzo,2017,4.25,28.7,
McCutchen, Andrew,2017,4.30,28.8,
Jackson, Austin,2017,4.46,27.8,
Upton, Justin,2017,4.35,28.3,
Maybin, Cameron,2017,4.23,28.7,
Turner, Justin,2017,4.67,25.5,
Posey, Buster,2017,4.70,24.6,
Espinosa, Danny,2017,4.29,27.6,
Bruce, Jay,2017,4.40,26.3,
Votto, Joey,2017,4.77,24.9,
Gardner, Brett,2017,4.04,28.8,
Joyce, Matt,2017,4.51,26.5,
Hundley, Nick,2017,4.59,26.0,
Braun, Ryan,2017,4.36,27.1,
Gordon, Alex,2017,4.50,26.2,
Gomez, Carlos,2017,4.38,28.1,
Moss, Brandon,2017,4.47,26.4,
Kemp, Matt,2017,4.69,24.9,
Plouffe, Trevor,2017,4.49,26.9,
Romine, Andrew,2017,4.35,27.3,
Andrus, Elvis,2017,4.35,27.3,
Cervelli, Francisco,2017,4.62,25.3,
Cabrera, Melky,2017,4.45,26.2,
Sandoval, Pablo,2017,4.51,25.3,
Santana, Carlos,2017,4.48,26.1,
Parra, Gerardo,2017,4.32,26.4,
Gonzalez, Carlos,2017,4.31,26.9,
Valbuena, Luis,2017,4.94,23.7,
Mercer, Jordy,2017,4.34,27.6,
Belt, Brandon,2017,4.34,26.7,
Alonso, Yonder,2017,4.88,24.6,
Smoak, Justin,2017,4.87,24.1,
Zimmerman, Ryan,2017,4.41,26.8,
Lowrie, Jed,2017,4.50,26.7,
Carrera, Ezequiel,2017,4.16,28.0,
Avila, Alex,2017,4.75,25.0,
Brantley, Michael,2017,4.56,26.0,
Castro, Jason,2017,4.52,26.1,
Escobar, Yunel,2017,4.66,25.4,
Morrison, Logan,2017,4.49,26.7,
Rosales, Adam,2017,4.34,28.2,
Hernandez, Gorkys,2017,4.22,29.0,
Aoki, Norichika,2017,4.08,27.2,
Cespedes, Yoenis,2017,4.38,27.5,
Gurriel, Yuli,2017,4.36,26.8,
Solarte, Yangervis,2017,4.74,24.7,
Rojas, Miguel,2017,4.39,27.0,
Escobar, Eduardo,2017,4.25,27.6,
Martinez, Jose,2017,4.38,27.6,
Lagares, Juan,2017,4.27,28.6,
Freese, David,2017,4.43,26.0,
Davis, Khris,2017,4.73,26.5,
Pham, Tommy,2017,4.40,28.7,
Chisenhall, Lonnie,2017,4.44,26.5,
Presley, Alex,2017,4.15,28.3,
Martinez, J.D.,2017,4.42,27.0,
Valencia, Danny,2017,4.48,27.0,
Reddick, Josh,2017,4.20,27.8,
Dyson, Jarrod,2017,4.09,28.2,
Murphy, Daniel,2017,4.38,26.3,
Goldschmidt, Paul,2017,4.46,26.8,
Gonzalez, Marwin,2017,4.31,26.7,
Leon, Sandy,2017,4.72,23.9,
Altuve, Jose,2017,4.13,28.3,
Hernandez, Cesar,2017,4.14,29.4,
Segura, Jean,2017,4.25,27.0,
Castro, Starlin,2017,4.31,27.4,
Marte, Starling,2017,4.12,28.8,
Pirela, Jose,2017,4.23,29.0,
d'Arnaud, Travis,2017,4.54,26.7,
Descalso, Daniel,2017,4.27,27.2,
Dietrich, Derek,2017,4.26,27.3,
Donaldson, Josh,2017,4.47,26.4,
Freeman, Freddie,2017,4.42,26.6,
Grandal, Yasmani,2017,4.86,24.0,
Heyward, Jason,2017,4.33,27.1,
LeMahieu, DJ,2017,4.49,27.1,
Lucroy, Jonathan,2017,4.71,25.1,
Moreland, Mitch,2017,4.36,25.7,
Moustakas, Mike,2017,4.81,23.9,
Revere, Ben,2017,4.23,27.6,
Rizzo, Anthony,2017,4.58,25.7,
Romine, Austin,2017,4.46,26.5,
Rupp, Cameron,2017,4.83,25.0,
Sogard, Eric,2017,4.26,26.6,
Souza Jr., Steven,2017,4.26,28.9,
Stanton, Giancarlo,2017,4.50,27.8,
Thames, Eric,2017,4.24,27.1,
Vogt, Stephen,2017,4.55,25.6,
Galvis, Freddy,2017,4.30,27.3,
Perez, Salvador,2017,4.72,25.5,
Forsythe, Logan,2017,4.46,27.5,
Flores, Wilmer,2017,4.56,25.6,
Garcia, Avisail,2017,4.28,29.1,
Perez, Hernan,2017,4.21,28.3,
Inciarte, Ender,2017,4.14,27.2,
Ozuna, Marcell,2017,4.39,27.8,
Villar, Jonathan,2017,4.16,27.9,
Aguilar, Jesus,2017,4.76,24.6,
Beckham, Tim,2017,4.36,28.0,
Broxton, Keon,2017,4.06,29.9,
Crawford, Brandon,2017,4.40,26.0,
Cron, C.J.,2017,4.63,25.9,
