last_name, first_name,year,hp_to_1b,sprint_speed,
Gomes, Yan,2017,4.53,26.7,
Grossman, Robbie,2017,4.27,27.9,
Harrison, Josh,2017,4.29,27.6,
Herrmann, Chris,2017,4.25,27.1,
Hicks, Aaron,2017,4.16,28.4,
Hosmer, Eric,2017,4.30,27.1,
Joseph, Caleb,2017,4.65,25.9,
Kipnis, Jason,2017,4.33,27.2,
Mahtook, Mikie,2017,4.20,28.8,
McCann, James,2017,4.59,26.7,
Miller, Brad,2017,4.29,27.7,
Rendon, Anthony,2017,4.27,27.5,
Semien, Marcus,2017,4.28,28.5,
Shaw, Travis,2017,4.51,25.7,
Springer, George,2017,4.30,28.0,
Gordon, Dee,2017,3.89,29.4,
Vazquez, Christian,2017,4.50,25.8,
Wong, Kolten,2017,4.18,27.5,
Gregorius, Didi,2017,4.25,28.2,
Garcia, Leury,2017,4.10,28.6,
Grichuk, Randal,2017,4.33,28.4,
Marisnick, Jake,2017,4.23,29.1,
Trout, Mike,2017,4.26,29.3,
Herrera, Odubel,2017,4.15,27.3,
Almora Jr., Albert,2017,4.38,27.7,
Wolters, Tony,2017,4.42,26.4,
Harper, Bryce,2017,4.25,27.7,
Abreu, Jose,2017,4.52,26.8,
Narvaez, Omar,2017,4.69,25.2,
Suarez, Eugenio,2017,4.47,26.9,
Polanco, Gregory,2017,4.24,27.2,
Santana, Domingo,2017,4.45,27.2,
Sanchez, Yolmer,2017,4.19,28.4,
Schoop, Jonathan,2017,4.48,27.5,
Adams, Matt,2017,4.53,26.0,
Altherr, Aaron,2017,4.40,28.9,
Arenado, Nolan,2017,4.57,25.7,
Barnhart, Tucker,2017,4.59,25.3,
Bour, Justin,2017,4.64,24.1,
Davidson, Matt,2017,4.64,25.5,
Gennett, Scooter,2017,4.40,26.4,
Goodwin, Brian,2017,4.15,27.8,
Hamilton, Billy,2017,3.91,30.1,
Haniger, Mitch,2017,4.34,27.9,
Hernandez, Enrique,2017,4.35,27.4,
Joseph, Tommy,2017,4.87,25.3,
Lamb, Jake,2017,4.37,26.9,
Myers, Wil,2017,4.27,28.5,
Owings, Chris,2017,4.14,28.3,
Piscotty, Stephen,2017,4.44,26.7,
Pollock, A.J.,2017,4.26,28.6,
Rickard, Joey,2017,4.18,28.4,
Seager, Kyle,2017,4.47,26.1,
Taylor, Michael A.,2017,4.12,28.8,
Zunino, Mike,2017,4.57,26.3,
Goins, Ryan,2017,4.45,26.6,
Carpenter, Matt,2017,4.39,26.6,
Dickerson, Corey,2017,4.23,27.6,
Dozier, Brian,2017,4.37,27.1,
Saladino, Tyler,2017,4.41,28.2,
Vargas, Kennys,2017,4.69,25.2,
Contreras, Willson,2017,4.28,27.9,
Gyorko, Jedd,2017,4.57,25.1,
Iglesias, Jose,2017,4.16,27.9,
Hechavarria, Adeiny,2017,4.34,28.0,
Torreyes, Ronald,2017,4.21,28.3,
Bryant, Kris,2017,4.15,28.9,
Castellanos, Nick,2017,4.27,28.1,
DeShields, Delino,2017,3.97,30.0,
Drury, Brandon,2017,4.40,27.1,
Gamel, Ben,2017,4.18,28.3,
Healy, Ryon,2017,4.56,26.6,
Judge, Aaron,2017,4.50,28.0,
Machado, Manny,2017,4.62,26.3,
Pederson, Joc,2017,4.37,26.5,
Realmuto, J.T.,2017,4.22,28.6,
Renfroe, Hunter,2017,4.39,27.2,
Rosario, Eddie,2017,4.17,27.5,
Simmons, Andrelton,2017,4.41,27.5,
Yelich, Christian,2017,4.23,28.4,
Merrifield, Whit,2017,4.22,29.2,
Bogaerts, Xander,2017,4.22,28.3,
Bonifacio, Jorge,2017,4.28,28.4,
Polanco, Jorge,2017,4.15,28.4,
Sano, Miguel,2017,4.61,26.9,
Difo, Wilmer,2017,4.18,29.1,
Calhoun, Kole,2017,4.52,26.4,
Duvall, Adam,2017,4.38,27.7,
Garcia, Greg,2017,4.25,27.5,
Gattis, Evan,2017,4.49,26.5,
Schebler, Scott,2017,4.24,28.3,
Kiermaier, Kevin,2017,4.02,29.3,
Baez, Javier,2017,4.25,28.5,
Hedges, Austin,2017,4.58,26.4,
Lindor, Francisco,2017,4.23,28.0,
Odor, Rougned,2017,4.17,28.1,
Story, Trevor,2017,4.18,29.3,
Sanchez, Gary,2017,4.50,26.1,
Kepler, Max,2017,4.23,27.9,
Franco, Maikel,2017,4.76,25.9,
Bradley Jr., Jackie,2017,4.29,27.4,
Motter, Taylor,2017,4.56,26.7,
Barnes, Austin,2017,4.42,27.2,
Bell, Josh,2017,4.40,27.2,
Betts, Mookie,2017,4.21,27.9,
Panik, Joe,2017,4.44,26.1,
Smith, Mallex,2017,4.01,30.1,
Spangenberg, Cory,2017,4.14,28.6,
Zimmer, Bradley,2017,4.07,30.0,
Arcia, Orlando,2017,4.38,27.2,
Peraza, Jose,2017,4.16,28.8,
Marte, Ketel,2017,4.13,29.2,
Turner, Trea,2017,4.10,30.3,
Smith, Kevan,2017,4.60,26.6,
Pillar, Kevin,2017,4.38,27.8,
Ramirez, Jose,2017,4.28,28.0,
Bregman, Alex,2017,4.36,27.6,
Gallo, Joey,2017,4.42,27.8,
Russell, Addison,2017,4.21,28.2,
Seager, Corey,2017,4.48,26.8,
Williams, Nick,2017,4.19,29.1,
Mazara, Nomar,2017,4.34,27.0,
Robertson, Daniel,2017,4.43,27.5,
Swanson, Dansby,2017,4.19,28.7,
Taylor, Chris,2017,4.18,29.0,
Correa, Carlos,2017,4.35,27.6,
Buxton, Byron,2017,3.95,30.5,
Maxwell, Bruce,2017,4.88,23.8,
Margot, Manuel,2017,4.17,29.4,
Camargo, Johan,2017,4.37,26.7,
Conforto, Michael,2017,4.33,27.5,
Frazier, Adam,2017,4.29,27.5,
Puig, Yasiel,2017,4.29,28.1,
Heredia, Guillermo,2017,4.19,28.6,
Pinder, Chad,2017,4.42,27.6,
Anderson, Tim,2017,4.23,28.7,
Asuaje, Carlos,2017,4.42,27.1,
Bellinger, Cody,2017,4.08,28.8,
Engel, Adam,2017,4.05,30.5,
Mancini, Trey,2017,4.44,27.5,
Benintendi, Andrew,2017,4.21,28.3,
Diaz, Aledmys,2017,4.20,28.5,
Chapman, Matt,2017,4.34,28.7,
Schwarber, Kyle,2017,4.32,26.8,
DeJong, Paul,2017,4.31,28.4,
Happ, Ian,2017,4.19,28.8,
