"Name","Team","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","PA","playerid"
"Odubel Herrera","Phillies","39.8 %","72.0 %","53.3 %","62.6 %","82.6 %","73.9 %","41.8 %","64.1 %","13.9 %","19.4 %","6.9 %","217","11476"
"Aaron Judge","Yankees","25.3 %","65.2 %","40.6 %","44.9 %","80.6 %","66.8 %","38.3 %","53.5 %","13.5 %","31.7 %","21.2 %","312","15640"
"Zack Cozart","Reds","25.0 %","60.1 %","40.9 %","71.7 %","91.7 %","85.0 %","45.3 %","60.1 %","6.1 %","13.5 %","13.0 %","223","2616"
"Francisco Lindor","Indians","31.6 %","67.6 %","47.5 %","74.1 %","93.0 %","86.0 %","44.2 %","57.3 %","6.7 %","12.2 %","8.9 %","337","12916"
"Adrian Beltre","Rangers","33.9 %","65.6 %","46.8 %","76.7 %","89.0 %","83.7 %","40.5 %","58.4 %","7.6 %","15.1 %","8.0 %","238","639"
"Joey Gallo","Rangers","29.7 %","73.7 %","46.0 %","47.4 %","67.5 %","59.3 %","37.0 %","56.4 %","18.7 %","34.9 %","14.9 %","241","14128"
"Carlos Santana","Indians","22.0 %","61.5 %","39.7 %","66.4 %","86.5 %","80.4 %","44.8 %","56.4 %","7.8 %","13.9 %","13.9 %","296","2396"
"Eric Hosmer","Royals","28.1 %","64.0 %","43.7 %","66.0 %","91.5 %","82.2 %","43.4 %","54.4 %","7.8 %","15.7 %","11.5 %","305","3516"
"Anthony Rizzo","Cubs","30.3 %","66.9 %","46.2 %","67.6 %","90.9 %","82.3 %","43.5 %","51.2 %","8.2 %","15.4 %","12.1 %","305","3473"
"Anthony Rendon","Nationals","20.9 %","61.1 %","39.3 %","70.3 %","93.0 %","86.5 %","45.8 %","53.4 %","5.3 %","13.2 %","13.5 %","266","12861"
"Edwin Encarnacion","Indians","23.9 %","69.8 %","43.2 %","62.6 %","84.2 %","77.3 %","42.0 %","53.6 %","9.8 %","16.9 %","17.2 %","302","2151"
"Marcell Ozuna","Marlins","33.1 %","71.3 %","48.5 %","60.5 %","85.0 %","75.0 %","40.4 %","61.6 %","12.1 %","19.2 %","10.4 %","307","10324"
"Jose Ramirez","Indians","25.0 %","66.4 %","43.2 %","79.2 %","91.9 %","87.8 %","44.0 %","56.7 %","5.3 %","9.5 %","7.7 %","284","13510"
"Paul Goldschmidt","Diamondbacks","24.6 %","56.2 %","37.8 %","61.6 %","80.1 %","73.1 %","41.8 %","58.5 %","10.2 %","24.6 %","13.0 %","284","9218"
"Alex Bregman","Astros","27.1 %","66.1 %","45.6 %","80.3 %","91.6 %","88.1 %","47.4 %","66.7 %","5.4 %","13.8 %","7.4 %","297","17678"
"Yasiel Puig","Dodgers","25.0 %","67.7 %","43.4 %","64.2 %","89.1 %","81.0 %","43.2 %","56.1 %","8.3 %","15.4 %","12.6 %","246","14225"
"Dexter Fowler","Cardinals","24.0 %","66.5 %","41.9 %","58.8 %","82.8 %","74.9 %","42.3 %","52.7 %","10.5 %","20.5 %","14.6 %","205","4062"
"Kyle Schwarber","Cubs","27.7 %","68.6 %","45.0 %","50.0 %","77.7 %","67.9 %","42.4 %","64.6 %","14.5 %","34.4 %","10.0 %","209","16478"
"Eduardo Nunez","- - -","40.1 %","67.1 %","51.3 %","75.5 %","88.6 %","82.6 %","41.5 %","61.6 %","8.9 %","13.8 %","3.6 %","224","6848"
"Gary Sanchez","Yankees","36.8 %","68.3 %","49.8 %","62.2 %","83.0 %","74.0 %","41.3 %","56.5 %","13.0 %","21.9 %","6.0 %","283","11442"
"Byron Buxton","Twins","31.6 %","69.8 %","49.7 %","49.7 %","83.3 %","72.0 %","47.2 %","61.8 %","13.9 %","27.6 %","5.7 %","228","14161"
"Eugenio Suarez","Reds","23.4 %","66.5 %","42.1 %","54.3 %","85.0 %","75.3 %","43.4 %","55.2 %","10.4 %","23.1 %","14.3 %","286","12552"
"Cody Bellinger","Dodgers","28.1 %","69.3 %","45.3 %","57.0 %","81.1 %","72.4 %","41.7 %","59.4 %","12.5 %","23.8 %","12.1 %","256","15998"
"Matt Joyce","Athletics","24.4 %","65.8 %","42.8 %","60.0 %","84.3 %","76.6 %","44.5 %","53.3 %","10.0 %","20.9 %","10.2 %","244","3353"
"Khris Davis","Athletics","24.4 %","76.1 %","47.3 %","56.1 %","75.8 %","70.1 %","44.3 %","57.0 %","14.1 %","27.5 %","10.6 %","284","9112"
"Ryan Zimmerman","Nationals","29.5 %","62.1 %","42.6 %","56.6 %","86.5 %","74.2 %","40.4 %","54.4 %","11.0 %","25.4 %","8.7 %","252","4220"
"Domingo Santana","Brewers","24.0 %","72.4 %","45.9 %","47.6 %","77.3 %","68.7 %","45.3 %","63.2 %","14.3 %","32.6 %","11.1 %","261","10348"
"Matt Carpenter","Cardinals","15.6 %","53.2 %","33.6 %","67.4 %","87.6 %","82.7 %","47.8 %","52.9 %","5.9 %","22.2 %","17.6 %","261","8090"
"Jorge Polanco","Twins","23.9 %","58.0 %","39.9 %","71.5 %","89.8 %","84.0 %","47.0 %","59.1 %","6.4 %","14.8 %","8.6 %","257","13152"
"Christian Yelich","Marlins","26.3 %","63.8 %","43.0 %","61.1 %","87.4 %","78.5 %","44.4 %","53.9 %","9.2 %","21.5 %","13.1 %","321","11477"
"Nicholas Castellanos","Tigers","34.0 %","74.2 %","52.0 %","63.1 %","85.3 %","77.3 %","44.9 %","60.3 %","11.8 %","16.9 %","4.2 %","307","11737"
"Cesar Hernandez","Phillies","19.4 %","60.0 %","37.9 %","62.8 %","89.6 %","82.1 %","45.5 %","54.7 %","6.8 %","16.7 %","12.9 %","318","10556"
"Joe Mauer","Twins","21.4 %","54.2 %","37.8 %","78.3 %","92.9 %","88.7 %","50.0 %","59.2 %","4.3 %","13.1 %","12.1 %","289","1857"
"Eddie Rosario","Twins","38.1 %","75.3 %","54.8 %","70.3 %","84.1 %","78.8 %","45.0 %","57.5 %","11.6 %","17.0 %","6.5 %","294","12155"
"Daniel Murphy","Nationals","32.0 %","68.2 %","47.1 %","74.1 %","91.5 %","84.6 %","41.7 %","50.6 %","7.2 %","18.6 %","10.5 %","237","4316"
"Freddie Freeman","Braves","35.0 %","83.5 %","53.0 %","67.4 %","83.1 %","76.6 %","37.2 %","60.8 %","12.4 %","18.7 %","11.2 %","321","5361"
"Chris Taylor","Dodgers","25.6 %","68.7 %","45.8 %","56.8 %","85.5 %","77.0 %","46.8 %","64.6 %","10.5 %","22.0 %","6.5 %","291","13757"
"Lorenzo Cain","Royals","31.4 %","69.8 %","49.3 %","67.4 %","91.3 %","83.2 %","46.5 %","67.2 %","8.3 %","13.1 %","6.9 %","290","9077"
"Jose Pirela","Padres","32.4 %","64.3 %","46.5 %","60.8 %","82.9 %","74.4 %","44.3 %","61.9 %","11.9 %","18.8 %","9.6 %","218","5485"
"Marwin Gonzalez","Astros","29.7 %","60.7 %","43.2 %","66.7 %","90.0 %","80.9 %","43.5 %","57.6 %","8.2 %","18.3 %","8.6 %","257","5497"
"Adam Jones","Orioles","44.4 %","79.6 %","58.4 %","66.4 %","89.7 %","79.0 %","39.7 %","56.9 %","12.3 %","15.9 %","3.9 %","283","6368"
"Mikie Mahtook","Tigers","27.4 %","56.2 %","40.3 %","67.5 %","91.8 %","82.7 %","44.8 %","60.3 %","7.0 %","19.7 %","8.4 %","239","13130"
"Luis Valbuena","Angels","23.1 %","66.2 %","42.0 %","56.5 %","77.7 %","71.1 %","43.7 %","51.9 %","12.1 %","25.7 %","13.6 %","206","4969"
"DJ LeMahieu","Rockies","23.5 %","58.3 %","41.0 %","76.7 %","93.4 %","88.7 %","50.2 %","59.2 %","4.7 %","13.6 %","10.0 %","309","9874"
"Asdrubal Cabrera","Mets","27.2 %","68.8 %","45.8 %","67.3 %","88.7 %","81.7 %","44.7 %","56.3 %","8.4 %","16.5 %","8.8 %","284","4962"
"Jose Reyes","Mets","29.4 %","65.2 %","44.5 %","69.4 %","89.6 %","81.9 %","42.3 %","55.0 %","8.1 %","16.4 %","9.2 %","238","1736"
"Matt Chapman","Athletics","25.2 %","61.9 %","42.0 %","57.6 %","83.8 %","75.3 %","45.8 %","61.6 %","10.4 %","25.4 %","9.9 %","284","16505"
"Mitch Haniger","Mariners","25.1 %","66.0 %","45.0 %","59.8 %","85.8 %","78.4 %","48.6 %","59.3 %","9.7 %","21.1 %","3.9 %","204","14274"
"C.J. Cron","Angels","38.9 %","71.1 %","53.2 %","58.3 %","83.1 %","73.0 %","44.4 %","64.2 %","14.4 %","27.5 %","6.3 %","240","12546"
"Chase Headley","Yankees","27.5 %","66.1 %","44.7 %","62.8 %","85.7 %","77.9 %","44.5 %","63.9 %","9.9 %","18.8 %","9.0 %","266","4720"
"Randal Grichuk","Cardinals","36.2 %","72.8 %","52.3 %","59.5 %","83.5 %","74.2 %","44.1 %","63.7 %","13.5 %","29.4 %","5.0 %","201","10243"
"Jed Lowrie","Athletics","24.0 %","75.9 %","46.4 %","70.8 %","88.6 %","83.3 %","43.0 %","55.8 %","7.7 %","12.5 %","14.3 %","287","4418"
"Justin Turner","Dodgers","24.3 %","66.7 %","43.9 %","82.0 %","88.8 %","86.8 %","46.1 %","61.0 %","5.8 %","10.0 %","10.0 %","269","5235"
"Justin Smoak","Blue Jays","24.5 %","67.4 %","42.4 %","63.9 %","84.8 %","77.8 %","41.8 %","54.6 %","9.4 %","21.1 %","13.8 %","304","9054"
"Kyle Seager","Mariners","26.6 %","63.4 %","43.1 %","67.7 %","82.7 %","77.6 %","44.8 %","57.5 %","9.7 %","17.8 %","9.1 %","287","9785"
"Javier Baez","Cubs","45.3 %","72.6 %","56.4 %","53.5 %","76.1 %","65.4 %","40.7 %","62.6 %","19.5 %","30.9 %","6.9 %","246","12979"
"Paul DeJong","Cardinals","31.9 %","71.5 %","50.6 %","58.0 %","84.1 %","75.4 %","47.2 %","63.6 %","12.5 %","27.7 %","5.5 %","310","18015"
"Yuli Gurriel","Astros","30.5 %","67.7 %","46.7 %","79.3 %","89.4 %","85.7 %","43.6 %","62.1 %","6.7 %","9.8 %","6.3 %","256","19198"
"Ozzie Albies","Braves","33.3 %","73.4 %","51.4 %","71.1 %","84.8 %","80.0 %","45.3 %","63.1 %","10.3 %","14.8 %","8.6 %","244","16556"
"Joe Panik","Giants","21.0 %","63.4 %","41.0 %","76.8 %","94.9 %","90.0 %","47.1 %","56.7 %","4.1 %","6.4 %","8.2 %","233","11936"
"Nick Williams","Phillies","44.9 %","80.4 %","59.5 %","53.1 %","79.0 %","67.4 %","41.0 %","64.9 %","19.3 %","29.2 %","5.8 %","308","14330"
"Manny Machado","Orioles","31.9 %","74.6 %","49.5 %","72.0 %","89.2 %","82.7 %","41.3 %","57.9 %","8.6 %","13.2 %","5.8 %","325","11493"
"Rafael Devers","Red Sox","36.1 %","68.6 %","50.7 %","63.8 %","82.6 %","75.2 %","45.0 %","63.8 %","12.6 %","23.8 %","7.5 %","240","17350"
"Trevor Story","Rockies","33.9 %","73.1 %","51.4 %","57.1 %","82.0 %","72.9 %","44.6 %","61.3 %","13.9 %","33.6 %","7.7 %","271","12564"
"A.J. Pollock","Diamondbacks","25.7 %","61.8 %","42.1 %","66.4 %","93.6 %","84.5 %","45.3 %","57.5 %","6.5 %","13.3 %","8.4 %","285","9256"
"Josh Bell","Pirates","26.2 %","68.5 %","44.3 %","71.8 %","85.7 %","81.0 %","43.0 %","56.2 %","8.4 %","18.5 %","10.7 %","281","13145"
"Josh Reddick","Astros","30.3 %","64.4 %","45.0 %","77.4 %","90.7 %","85.6 %","43.2 %","53.9 %","6.5 %","13.3 %","7.5 %","241","3892"
"Tim Beckham","- - -","33.3 %","70.1 %","49.4 %","58.1 %","81.6 %","72.7 %","43.7 %","61.3 %","13.5 %","26.3 %","5.8 %","274","7949"
"Cory Spangenberg","Padres","31.1 %","69.4 %","49.0 %","55.5 %","82.9 %","73.6 %","46.8 %","67.3 %","12.9 %","25.7 %","8.9 %","257","12294"
"Corey Seager","Dodgers","34.6 %","82.2 %","55.1 %","57.8 %","83.0 %","74.0 %","43.0 %","58.3 %","14.4 %","19.7 %","7.6 %","264","13624"
"Buster Posey","Giants","24.5 %","68.4 %","44.5 %","72.7 %","90.8 %","85.3 %","45.5 %","52.8 %","6.5 %","13.2 %","11.2 %","250","9166"
"Didi Gregorius","Yankees","39.9 %","79.8 %","57.6 %","72.3 %","89.6 %","83.0 %","44.4 %","65.1 %","9.8 %","10.2 %","4.9 %","304","6012"
"Eric Thames","Brewers","32.2 %","65.3 %","45.7 %","56.6 %","84.3 %","72.7 %","40.7 %","57.7 %","12.5 %","33.3 %","10.8 %","222","3711"
"Shin-Soo Choo","Rangers","22.7 %","66.0 %","43.2 %","60.3 %","86.5 %","79.2 %","47.3 %","57.7 %","9.0 %","22.3 %","9.6 %","291","3174"
"Jonathan Schoop","Orioles","39.5 %","75.5 %","54.6 %","61.2 %","82.9 %","73.7 %","41.8 %","64.1 %","14.3 %","20.1 %","5.0 %","323","11265"
"Brandon Crawford","Giants","29.0 %","74.1 %","48.9 %","60.5 %","81.7 %","74.6 %","44.0 %","57.9 %","12.4 %","19.0 %","9.2 %","273","5343"
"Elvis Andrus","Rangers","34.3 %","62.1 %","46.5 %","75.2 %","88.8 %","83.2 %","43.9 %","59.6 %","7.8 %","13.0 %","4.6 %","324","8709"
"Whit Merrifield","Royals","34.6 %","68.4 %","50.8 %","69.5 %","93.9 %","85.3 %","48.1 %","62.8 %","7.5 %","14.1 %","4.4 %","341","11281"
"Jonathan Lucroy","- - -","20.1 %","56.5 %","38.4 %","89.7 %","93.2 %","92.3 %","50.4 %","55.0 %","3.0 %","10.9 %","14.5 %","220","7870"
"Logan Morrison","Rays","29.5 %","70.4 %","47.5 %","49.7 %","79.5 %","69.1 %","44.1 %","61.2 %","14.7 %","27.8 %","12.2 %","255","9205"
"Yadier Molina","Cardinals","37.0 %","66.9 %","51.1 %","77.5 %","86.7 %","83.2 %","47.0 %","64.3 %","8.6 %","13.4 %","5.9 %","238","7007"
"Ian Happ","Cubs","30.8 %","73.8 %","48.0 %","52.4 %","77.8 %","68.0 %","40.1 %","58.1 %","15.4 %","32.4 %","10.5 %","210","17919"
"Yonder Alonso","- - -","28.3 %","75.7 %","48.8 %","58.6 %","83.2 %","75.1 %","43.3 %","56.5 %","12.1 %","22.0 %","13.0 %","223","2530"
"Scooter Gennett","Reds","31.7 %","69.6 %","48.6 %","68.7 %","87.5 %","80.7 %","44.6 %","60.2 %","9.4 %","23.6 %","5.9 %","271","10339"
"Derek Dietrich","Marlins","29.4 %","65.1 %","45.3 %","60.0 %","88.7 %","78.3 %","44.4 %","56.8 %","9.8 %","25.6 %","10.3 %","234","10542"
"Alex Presley","Tigers","28.2 %","68.9 %","48.7 %","71.1 %","88.3 %","83.4 %","50.4 %","60.2 %","8.1 %","18.4 %","4.5 %","201","5305"
"Todd Frazier","- - -","23.0 %","58.5 %","38.5 %","66.2 %","79.6 %","75.1 %","43.7 %","55.5 %","9.6 %","22.8 %","14.2 %","254","785"
"Jacoby Ellsbury","Yankees","21.9 %","64.1 %","41.1 %","70.8 %","92.3 %","86.1 %","45.5 %","56.3 %","5.7 %","13.5 %","11.1 %","208","4727"
"Kole Calhoun","Angels","28.4 %","71.9 %","46.7 %","61.0 %","84.4 %","76.1 %","42.0 %","59.6 %","11.2 %","20.2 %","12.9 %","272","11200"
"Ryan Braun","Brewers","40.2 %","70.9 %","53.9 %","65.6 %","88.6 %","79.1 %","44.6 %","68.6 %","11.3 %","16.7 %","7.6 %","264","3410"
"Wil Myers","Padres","27.5 %","66.3 %","44.3 %","61.6 %","88.8 %","79.2 %","43.2 %","57.7 %","9.2 %","24.8 %","11.9 %","286","10047"
"Mike Moustakas","Royals","37.7 %","75.9 %","53.6 %","69.9 %","89.8 %","81.7 %","41.7 %","57.6 %","9.8 %","14.1 %","7.1 %","269","4892"
"James McCann","Tigers","38.0 %","68.4 %","52.8 %","63.5 %","87.5 %","78.6 %","48.7 %","65.9 %","11.3 %","20.9 %","5.5 %","220","12859"
"Andrew McCutchen","Pirates","27.8 %","68.9 %","47.0 %","65.9 %","85.9 %","79.6 %","46.7 %","59.2 %","9.6 %","19.9 %","10.5 %","287","9847"
"Ender Inciarte","Braves","35.5 %","70.5 %","51.2 %","79.3 %","93.0 %","87.7 %","44.7 %","64.7 %","6.3 %","11.5 %","6.4 %","314","4922"
"Jay Bruce","- - -","31.8 %","69.4 %","48.6 %","55.1 %","82.7 %","72.7 %","44.6 %","61.7 %","13.3 %","23.8 %","9.2 %","261","9892"
"Brett Gardner","Yankees","20.9 %","53.7 %","36.1 %","74.7 %","92.8 %","87.2 %","46.4 %","51.7 %","4.6 %","15.7 %","8.8 %","319","9927"
"Robinson Cano","Mariners","34.4 %","73.8 %","52.4 %","65.5 %","89.9 %","81.2 %","45.8 %","58.3 %","9.8 %","14.6 %","7.0 %","302","3269"
"Yoan Moncada","White Sox","26.8 %","63.9 %","42.8 %","58.1 %","77.5 %","70.6 %","43.1 %","57.1 %","12.6 %","32.0 %","12.6 %","231","17232"
"Ketel Marte","Diamondbacks","30.6 %","65.5 %","46.2 %","74.0 %","91.7 %","85.2 %","44.7 %","65.9 %","6.8 %","13.1 %","12.2 %","229","13613"
"Kolten Wong","Cardinals","23.7 %","66.3 %","44.2 %","64.1 %","88.0 %","81.4 %","48.2 %","62.1 %","8.2 %","15.1 %","9.5 %","232","12532"
"Trey Mancini","Orioles","35.9 %","73.0 %","51.1 %","63.0 %","84.8 %","75.8 %","41.1 %","59.2 %","12.4 %","21.2 %","5.6 %","306","15149"
"David Freese","Pirates","27.9 %","62.5 %","44.2 %","63.1 %","83.9 %","77.0 %","47.2 %","61.8 %","10.2 %","27.0 %","8.3 %","241","9549"
"Travis Shaw","Brewers","31.3 %","67.9 %","46.8 %","62.8 %","88.2 %","78.4 %","42.4 %","56.6 %","10.1 %","24.8 %","10.9 %","274","11982"
"Mark Reynolds","Rockies","27.7 %","70.5 %","46.4 %","48.7 %","80.2 %","69.6 %","43.8 %","52.3 %","14.1 %","31.0 %","9.6 %","239","7619"
"Andrew Benintendi","Red Sox","28.7 %","64.7 %","43.9 %","67.0 %","90.1 %","81.4 %","42.2 %","54.9 %","8.2 %","18.4 %","10.5 %","304","17901"
"David Peralta","Diamondbacks","32.5 %","68.4 %","48.0 %","67.0 %","88.5 %","80.2 %","43.2 %","60.7 %","9.5 %","18.0 %","8.5 %","272","2136"
"Tucker Barnhart","Reds","28.4 %","71.5 %","47.3 %","68.9 %","90.0 %","82.9 %","43.9 %","58.8 %","8.1 %","16.6 %","11.4 %","211","10200"
"Curtis Granderson","- - -","19.8 %","56.1 %","36.4 %","60.9 %","91.6 %","82.6 %","45.8 %","59.9 %","6.3 %","24.8 %","14.9 %","222","4747"
"Gerardo Parra","Rockies","37.4 %","69.9 %","52.5 %","73.7 %","91.4 %","84.6 %","46.5 %","62.9 %","8.1 %","15.4 %","5.5 %","253","8553"
"Hunter Pence","Giants","29.1 %","62.2 %","43.0 %","62.4 %","85.4 %","76.4 %","42.1 %","63.3 %","10.2 %","18.5 %","8.9 %","259","8252"
"Kendrys Morales","Blue Jays","34.5 %","72.2 %","49.8 %","66.3 %","79.2 %","73.9 %","40.6 %","62.3 %","13.0 %","20.1 %","8.6 %","268","8610"
"Brandon Moss","Royals","26.9 %","73.9 %","48.0 %","51.2 %","77.5 %","69.4 %","44.9 %","60.2 %","14.7 %","29.9 %","9.5 %","201","4467"
"Jon Jay","Cubs","36.5 %","69.3 %","51.2 %","69.1 %","89.6 %","81.5 %","44.7 %","64.1 %","9.5 %","17.3 %","8.0 %","237","5227"
"Mookie Betts","Red Sox","22.4 %","52.2 %","35.2 %","68.8 %","93.4 %","84.4 %","42.8 %","57.2 %","5.5 %","14.7 %","11.2 %","313","13611"
"Marcus Semien","Athletics","24.6 %","67.5 %","44.6 %","57.8 %","85.7 %","77.4 %","46.5 %","57.8 %","10.1 %","21.1 %","8.4 %","322","12533"
"George Springer","Astros","24.7 %","66.7 %","43.1 %","71.9 %","88.0 %","82.8 %","43.8 %","56.2 %","7.4 %","11.2 %","12.0 %","251","12856"
"Eduardo Escobar","Twins","38.5 %","71.4 %","53.6 %","67.3 %","86.0 %","78.7 %","45.9 %","62.0 %","11.4 %","22.5 %","7.7 %","271","6153"
"Delino DeShields","Rangers","21.1 %","56.0 %","37.9 %","59.0 %","91.0 %","81.8 %","48.2 %","66.4 %","6.9 %","21.0 %","12.1 %","214","11379"
"Jason Heyward","Cubs","28.9 %","68.0 %","45.5 %","72.4 %","88.5 %","82.6 %","42.4 %","56.7 %","7.9 %","13.0 %","9.7 %","247","4940"
"Starling Marte","Pirates","32.0 %","67.5 %","48.9 %","62.6 %","89.3 %","80.2 %","47.5 %","68.9 %","9.7 %","16.4 %","6.1 %","280","9241"
"Lucas Duda","- - -","27.3 %","61.0 %","41.8 %","54.5 %","84.9 %","73.6 %","43.1 %","51.8 %","11.0 %","29.3 %","10.4 %","249","2502"
"Dee Gordon","Marlins","41.1 %","69.1 %","55.2 %","80.1 %","91.3 %","87.1 %","50.3 %","66.6 %","7.1 %","13.8 %","2.8 %","320","8203"
"Steven Souza Jr.","Rays","24.6 %","67.1 %","42.2 %","48.0 %","80.7 %","69.6 %","41.5 %","61.7 %","12.9 %","29.7 %","14.8 %","256","5667"
"Jake Lamb","Diamondbacks","21.7 %","60.1 %","37.9 %","62.3 %","85.3 %","77.7 %","42.2 %","58.2 %","8.5 %","22.4 %","14.2 %","268","13329"
"Denard Span","Giants","26.3 %","63.9 %","43.0 %","83.1 %","90.6 %","88.1 %","44.5 %","57.0 %","5.1 %","12.8 %","8.7 %","265","8347"
"Manuel Margot","Padres","27.5 %","65.8 %","45.8 %","65.8 %","89.2 %","81.8 %","47.6 %","63.2 %","8.3 %","19.5 %","6.9 %","277","14712"
"Melky Cabrera","- - -","34.0 %","67.4 %","48.7 %","83.9 %","94.5 %","90.3 %","43.9 %","58.3 %","4.7 %","9.1 %","4.0 %","297","4022"
"Ian Kinsler","Tigers","27.4 %","64.3 %","44.0 %","73.1 %","92.5 %","85.9 %","44.9 %","65.7 %","6.2 %","15.7 %","8.3 %","300","6195"
"J.T. Realmuto","Marlins","35.9 %","66.2 %","49.7 %","68.0 %","89.5 %","81.1 %","45.6 %","60.2 %","9.4 %","21.0 %","5.5 %","271","11739"
"Brandon Phillips","- - -","42.8 %","76.2 %","57.8 %","67.3 %","91.5 %","81.6 %","44.7 %","65.1 %","10.6 %","11.2 %","2.2 %","278","791"
"Yolmer Sanchez","White Sox","36.7 %","68.6 %","52.0 %","65.8 %","85.2 %","78.0 %","47.8 %","68.4 %","11.4 %","21.9 %","5.1 %","256","11602"
"Yasmani Grandal","Dodgers","29.2 %","61.3 %","44.0 %","60.2 %","80.3 %","73.1 %","46.0 %","55.0 %","11.9 %","28.7 %","9.9 %","202","11368"
"Miguel Rojas","Marlins","34.3 %","65.3 %","48.3 %","75.3 %","95.7 %","87.7 %","45.1 %","59.2 %","5.9 %","10.3 %","9.0 %","233","7802"
"Evan Longoria","Rays","33.6 %","67.3 %","48.7 %","71.2 %","87.4 %","81.2 %","44.7 %","61.3 %","9.2 %","14.0 %","5.5 %","292","9368"
"Alcides Escobar","Royals","36.8 %","72.0 %","53.2 %","74.6 %","87.2 %","82.5 %","46.5 %","68.0 %","9.3 %","13.3 %","3.2 %","278","6310"
"Mike Napoli","Rangers","26.0 %","65.8 %","43.3 %","50.0 %","75.0 %","66.5 %","43.4 %","53.0 %","14.5 %","35.1 %","12.4 %","202","3057"
"Mitch Moreland","Red Sox","28.5 %","65.5 %","44.7 %","63.5 %","87.2 %","78.7 %","43.8 %","55.0 %","9.5 %","18.8 %","7.9 %","240","3086"
"Tim Anderson","White Sox","43.4 %","70.3 %","55.9 %","52.5 %","84.8 %","71.5 %","46.6 %","68.1 %","16.0 %","26.6 %","1.4 %","282","15172"
"Nick Markakis","Braves","25.5 %","55.7 %","39.2 %","79.3 %","92.5 %","87.8 %","45.4 %","58.5 %","4.8 %","13.9 %","10.5 %","294","5930"
"Ben Zobrist","Cubs","25.6 %","58.9 %","40.7 %","74.3 %","91.6 %","85.7 %","45.6 %","60.7 %","5.8 %","14.0 %","10.5 %","257","7435"
"Daniel Descalso","Diamondbacks","20.1 %","63.5 %","40.7 %","62.8 %","85.3 %","79.4 %","47.4 %","57.1 %","8.4 %","22.2 %","12.3 %","203","8392"
