"Name","Team","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","PA","playerid"
"Mike Moustakas","Royals","37.5 %","76.4 %","53.5 %","68.5 %","87.9 %","79.9 %","41.0 %","56.6 %","10.8 %","15.4 %","6.7 %","389","4892"
"DJ LeMahieu","Rockies","23.5 %","59.7 %","40.2 %","71.8 %","95.0 %","87.7 %","46.2 %","59.6 %","5.0 %","14.0 %","7.0 %","329","9874"
"Trea Turner","Nationals","27.7 %","66.7 %","44.9 %","68.0 %","86.9 %","80.4 %","44.1 %","63.1 %","8.8 %","18.8 %","9.7 %","431","16252"
"Nick Williams","Phillies","34.0 %","71.1 %","50.2 %","53.7 %","86.5 %","73.9 %","43.6 %","65.2 %","13.1 %","24.2 %","8.3 %","264","14330"
"Maikel Franco","Phillies","34.5 %","74.2 %","51.7 %","67.9 %","87.5 %","80.1 %","43.4 %","63.7 %","10.3 %","13.5 %","6.9 %","303","12179"
"Mallex Smith","Rays","31.4 %","72.9 %","50.1 %","62.2 %","81.0 %","74.5 %","45.0 %","66.9 %","12.8 %","19.9 %","7.9 %","302","13608"
"Robinson Chirinos","Rangers","31.8 %","65.5 %","45.8 %","49.3 %","75.3 %","64.8 %","41.6 %","64.6 %","16.1 %","38.0 %","9.9 %","263","3142"
"Joe Mauer","Twins","17.5 %","48.6 %","32.3 %","75.2 %","92.0 %","87.2 %","47.6 %","55.9 %","4.1 %","12.5 %","12.1 %","281","1857"
"Gerardo Parra","Rockies","34.0 %","74.1 %","51.7 %","65.8 %","89.8 %","81.0 %","44.2 %","59.5 %","9.8 %","16.4 %","5.4 %","299","8553"
"Josh Bell","Pirates","28.5 %","66.7 %","43.7 %","66.9 %","85.5 %","78.2 %","39.8 %","55.1 %","9.5 %","17.9 %","11.5 %","374","13145"
"Anthony Rizzo","Cubs","28.6 %","69.2 %","46.3 %","71.4 %","93.4 %","85.7 %","43.6 %","54.6 %","6.6 %","12.4 %","9.9 %","372","3473"
"Starlin Castro","Marlins","31.4 %","67.6 %","46.9 %","63.6 %","88.3 %","78.9 %","42.9 %","59.9 %","9.9 %","18.5 %","7.1 %","421","4579"
"Addison Russell","Cubs","28.6 %","70.7 %","46.0 %","56.6 %","85.3 %","74.9 %","41.5 %","57.7 %","11.6 %","20.2 %","9.7 %","331","14106"
"Josh Reddick","Astros","27.8 %","65.5 %","43.7 %","71.1 %","92.3 %","84.5 %","42.3 %","57.0 %","6.8 %","15.8 %","10.0 %","279","3892"
"Colin Moran","Pirates","26.9 %","71.5 %","47.8 %","65.0 %","88.0 %","81.1 %","46.8 %","58.0 %","9.0 %","15.3 %","9.3 %","300","16909"
"Yoan Moncada","White Sox","23.9 %","64.8 %","42.2 %","49.0 %","80.0 %","70.3 %","44.8 %","65.5 %","12.5 %","33.9 %","9.4 %","383","17232"
"Adrian Beltre","Rangers","31.5 %","61.3 %","43.8 %","69.8 %","87.1 %","79.8 %","41.3 %","54.8 %","8.9 %","21.1 %","8.0 %","261","639"
"Brian Dozier","Twins","21.6 %","61.9 %","40.1 %","66.5 %","84.4 %","79.2 %","45.9 %","56.0 %","8.4 %","19.6 %","10.4 %","414","9810"
"Kendrys Morales","Blue Jays","32.2 %","61.7 %","44.0 %","56.0 %","85.9 %","72.8 %","39.9 %","55.6 %","12.0 %","22.6 %","10.2 %","266","8610"
"Jose Peraza","Reds","33.7 %","67.8 %","48.0 %","73.6 %","95.8 %","86.8 %","42.0 %","63.3 %","6.4 %","10.9 %","5.5 %","403","13593"
"Yan Gomes","Indians","37.2 %","73.0 %","52.2 %","57.0 %","85.3 %","73.6 %","42.0 %","62.4 %","13.8 %","29.9 %","6.3 %","271","9627"
"Jose Abreu","White Sox","38.2 %","68.4 %","50.8 %","69.1 %","87.1 %","79.2 %","41.6 %","63.2 %","10.6 %","18.5 %","6.3 %","399","15676"
"Tommy Pham","Cardinals","23.8 %","62.2 %","40.6 %","54.3 %","88.8 %","77.4 %","43.7 %","62.0 %","9.2 %","25.5 %","10.8 %","353","2967"
"Joey Gallo","Rangers","33.5 %","72.0 %","48.1 %","46.3 %","74.5 %","62.3 %","38.0 %","60.0 %","18.1 %","36.2 %","12.6 %","365","14128"
"Max Kepler","Twins","25.1 %","66.7 %","43.5 %","66.8 %","91.0 %","83.2 %","44.2 %","57.9 %","7.3 %","15.6 %","11.7 %","366","12144"
"Joey Wendle","Rays","36.8 %","63.3 %","47.6 %","65.6 %","89.6 %","78.5 %","40.5 %","57.4 %","10.2 %","22.6 %","5.7 %","296","13853"
"Michael Conforto","Mets","27.5 %","64.4 %","42.9 %","60.3 %","81.5 %","73.6 %","41.9 %","57.2 %","11.3 %","24.9 %","15.3 %","346","16376"
"Jon Jay","- - -","33.7 %","65.0 %","47.4 %","68.5 %","91.2 %","82.1 %","43.9 %","62.8 %","8.5 %","16.2 %","6.3 %","414","5227"
"Robbie Grossman","Twins","20.5 %","64.5 %","40.5 %","63.5 %","92.5 %","84.5 %","45.4 %","61.8 %","6.3 %","21.3 %","11.0 %","272","5254"
"Gary Sanchez","Yankees","31.8 %","62.8 %","43.8 %","56.6 %","86.6 %","73.2 %","38.5 %","56.6 %","11.7 %","23.8 %","11.7 %","265","11442"
"Adam Jones","Orioles","41.5 %","74.3 %","55.4 %","63.2 %","89.6 %","78.2 %","42.4 %","66.5 %","12.1 %","15.5 %","2.8 %","394","6368"
"Ketel Marte","Diamondbacks","27.4 %","70.0 %","46.1 %","79.3 %","91.9 %","87.7 %","43.8 %","59.8 %","5.7 %","12.9 %","8.4 %","356","13613"
"Yangervis Solarte","Blue Jays","40.5 %","75.2 %","53.1 %","74.9 %","91.5 %","83.4 %","36.4 %","58.7 %","8.8 %","14.4 %","7.1 %","397","5352"
"Tim Anderson","White Sox","40.6 %","71.3 %","53.6 %","58.4 %","85.5 %","73.6 %","42.3 %","63.8 %","14.1 %","24.3 %","6.4 %","362","15172"
"Albert Pujols","Angels","37.4 %","64.3 %","49.4 %","69.9 %","91.8 %","82.6 %","44.8 %","59.5 %","8.6 %","14.1 %","4.9 %","368","1177"
"Eric Hosmer","Padres","33.4 %","69.9 %","48.4 %","58.6 %","85.6 %","74.6 %","41.1 %","56.0 %","12.3 %","22.6 %","9.1 %","407","3516"
"Yolmer Sanchez","White Sox","37.3 %","65.0 %","49.7 %","72.0 %","86.5 %","80.5 %","44.6 %","60.7 %","9.7 %","19.1 %","5.8 %","382","11602"
"Rougned Odor","Rangers","35.3 %","60.6 %","45.6 %","64.0 %","86.3 %","76.1 %","40.8 %","61.1 %","10.9 %","25.6 %","7.6 %","262","12282"
"Ryon Healy","Mariners","37.6 %","64.6 %","48.6 %","55.6 %","90.9 %","74.7 %","40.8 %","62.0 %","12.3 %","23.0 %","3.8 %","318","15447"
"Nick Ahmed","Diamondbacks","31.6 %","68.1 %","47.9 %","54.6 %","88.2 %","76.0 %","44.8 %","63.5 %","11.5 %","20.5 %","7.1 %","337","12147"
"Jonathan Villar","Brewers","28.5 %","70.7 %","46.9 %","60.0 %","77.6 %","71.6 %","43.5 %","63.4 %","13.3 %","28.7 %","6.8 %","279","10071"
"Rafael Devers","Red Sox","37.8 %","76.2 %","53.4 %","64.6 %","82.5 %","75.0 %","40.6 %","65.1 %","13.4 %","25.1 %","6.8 %","367","17350"
"Tucker Barnhart","Reds","29.2 %","70.6 %","46.5 %","64.6 %","91.0 %","81.3 %","41.7 %","57.2 %","8.7 %","18.0 %","10.4 %","327","10200"
"Dansby Swanson","Braves","35.7 %","67.9 %","49.1 %","62.8 %","86.8 %","76.7 %","41.8 %","64.5 %","11.5 %","24.2 %","7.0 %","327","18314"
"Kyle Seager","Mariners","29.1 %","69.3 %","46.2 %","66.8 %","87.5 %","80.0 %","42.7 %","60.6 %","9.2 %","21.9 %","5.5 %","401","9785"
"Evan Longoria","Giants","33.6 %","67.3 %","48.7 %","70.5 %","88.7 %","81.8 %","44.9 %","67.4 %","8.9 %","21.1 %","3.7 %","270","9368"
"Marcell Ozuna","Cardinals","32.3 %","71.6 %","47.7 %","59.4 %","86.3 %","75.2 %","39.2 %","61.8 %","11.8 %","19.4 %","5.6 %","377","10324"
"Ryan Braun","Brewers","37.1 %","71.5 %","52.0 %","67.7 %","84.2 %","77.5 %","43.3 %","62.0 %","11.7 %","21.6 %","6.7 %","255","3410"
"Todd Frazier","Mets","26.5 %","57.2 %","38.9 %","66.9 %","86.8 %","78.7 %","40.2 %","49.6 %","8.3 %","22.3 %","10.4 %","260","785"
"Jordy Mercer","Pirates","30.2 %","58.5 %","43.2 %","60.5 %","88.7 %","78.1 %","45.9 %","61.6 %","9.5 %","21.3 %","6.7 %","328","6547"
"Jason Kipnis","Indians","29.2 %","61.2 %","42.8 %","68.2 %","90.7 %","81.9 %","42.4 %","51.1 %","7.8 %","19.7 %","10.8 %","370","9776"
"Isiah Kiner-Falefa","Rangers","26.6 %","54.7 %","39.1 %","71.2 %","95.6 %","86.4 %","44.4 %","57.9 %","5.3 %","16.9 %","7.9 %","266","16512"
"Marcus Semien","Athletics","26.8 %","67.7 %","44.5 %","68.3 %","87.4 %","80.9 %","43.4 %","63.6 %","8.5 %","18.9 %","7.5 %","428","12533"
"Jose Iglesias","Tigers","39.3 %","61.0 %","49.3 %","80.2 %","95.6 %","89.0 %","46.1 %","58.9 %","5.4 %","9.9 %","3.8 %","343","10231"
"Michael A. Taylor","Nationals","31.5 %","73.9 %","50.3 %","61.5 %","77.6 %","72.0 %","44.3 %","67.3 %","14.1 %","28.4 %","8.2 %","306","11489"
"Alex Gordon","Royals","28.1 %","65.1 %","45.3 %","59.6 %","86.3 %","77.4 %","46.5 %","59.9 %","10.2 %","21.7 %","7.9 %","304","5209"
"Adam Duvall","Reds","32.7 %","70.7 %","48.4 %","59.8 %","85.5 %","75.3 %","41.3 %","60.5 %","12.0 %","26.1 %","9.1 %","329","10950"
"Kevin Pillar","Blue Jays","42.4 %","67.4 %","53.1 %","68.2 %","89.1 %","79.5 %","42.6 %","59.6 %","10.9 %","18.0 %","3.8 %","366","12434"
"Kolten Wong","Cardinals","24.7 %","63.9 %","42.7 %","68.4 %","87.0 %","81.2 %","45.9 %","56.6 %","8.0 %","16.1 %","6.7 %","267","12532"
"Jose Pirela","Padres","29.3 %","64.2 %","45.0 %","66.4 %","86.4 %","79.2 %","44.9 %","57.5 %","9.3 %","18.4 %","6.5 %","369","5485"
"Cameron Maybin","Marlins","24.8 %","62.8 %","41.7 %","59.6 %","91.6 %","81.0 %","44.4 %","62.4 %","7.9 %","19.4 %","10.9 %","258","5223"
"Carlos Gomez","Rays","40.0 %","83.7 %","57.3 %","65.3 %","81.6 %","74.7 %","39.6 %","63.3 %","14.5 %","25.6 %","6.2 %","305","4881"
